  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        2434.000        1868433.        1.108754       -40303.72        0.000000        0.000000       0.6667000        0.000000       0.3333000        0.000000        0.000000        0.000000        0.000000        0.000000    
   0.3092549E-24    2434.000        1868433.        1.108754       -40303.72       0.2188011E-42   0.3171568E-20   0.6667000       0.2515144E-23   0.3333000       0.9991645E-20   0.3144738E-20   0.8012891E-38   0.2624394E-35    0.000000    
   0.9277647E-24    2434.000        1868433.        1.108754       -40303.72       0.1187778E-41   0.9514705E-20   0.6667000       0.7545432E-23   0.3333000       0.2997493E-19   0.9434214E-20   0.4349855E-37   0.1424671E-34    0.000000    
   0.2164784E-23    2434.000        1868433.        1.108754       -40303.72       0.5796810E-41   0.2220098E-19   0.6667000       0.1760601E-22   0.3333000       0.6994151E-19   0.2201317E-19   0.2122896E-36   0.6952939E-34    0.000000    
   0.4638824E-23    2434.000        1868433.        1.108754       -40303.72       0.2518644E-40   0.4757353E-19   0.6667000       0.3772716E-22   0.3333000       0.1498747E-18   0.4717107E-19   0.9223728E-36   0.3020969E-33    0.000000    
   0.9586902E-23    2434.000        1868433.        1.108754       -40303.72       0.1059424E-39   0.9831862E-19   0.6667000       0.7796946E-22   0.3333000       0.3097410E-18   0.9748688E-19   0.3879802E-35   0.1270718E-32    0.000000    
   0.1948306E-22    2434.000        1868433.        1.108754       -40303.72       0.4351922E-39   0.1998088E-18   0.6667000       0.1584541E-21   0.3333000       0.6294736E-18   0.1981185E-18   0.1593752E-34   0.5219879E-32    0.000000    
   0.3927537E-22    2434.000        1868433.        1.108754       -40303.72       0.1765752E-38   0.4027892E-18   0.6667000       0.3194233E-21   0.3333000       0.1268939E-17   0.3993817E-18   0.6466502E-34   0.2117918E-31    0.000000    
   0.7886000E-22    2434.000        1868433.        1.108754       -40303.72       0.7115212E-38   0.8087499E-18   0.6667000       0.6413617E-21   0.3333000       0.2547869E-17   0.8019082E-18   0.2605718E-33   0.8534286E-31    0.000000    
   0.1580293E-21    2434.000        1868433.        1.108754       -40303.72       0.2856849E-37   0.1620671E-17   0.6667000       0.1285239E-20   0.3333000       0.5105730E-17   0.1606961E-17   0.1046230E-32   0.3426626E-30    0.000000    
   0.3163678E-21    2434.000        1868433.        1.108754       -40303.72       0.1144928E-36   0.3244514E-17   0.6667000       0.2572992E-20   0.3333000       0.1022145E-16   0.3217067E-17   0.4192933E-32   0.1373275E-29    0.000000    
