  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        2435.000        1869446.        1.108900       -40466.91        0.000000        0.000000       0.6667000        0.000000       0.3333000        0.000000        0.000000        0.000000        0.000000        0.000000    
   0.3080600E-24    2435.000        1869446.        1.108900       -40466.91       0.2196393E-42   0.3175297E-20   0.6667000       0.2530372E-23   0.3333000       0.9987362E-20   0.3148344E-20   0.8010712E-38   0.2615859E-35    0.000000    
   0.9241799E-24    2435.000        1869446.        1.108900       -40466.91       0.1192328E-41   0.9525890E-20   0.6667000       0.7591116E-23   0.3333000       0.2996209E-19   0.9445032E-20   0.4348672E-37   0.1420038E-34    0.000000    
   0.2156420E-23    2435.000        1869446.        1.108900       -40466.91       0.5819015E-41   0.2222708E-19   0.6667000       0.1771261E-22   0.3333000       0.6991154E-19   0.2203841E-19   0.2122319E-36   0.6930329E-34    0.000000    
   0.4620900E-23    2435.000        1869446.        1.108900       -40466.91       0.2528292E-40   0.4762945E-19   0.6667000       0.3795558E-22   0.3333000       0.1498104E-18   0.4722516E-19   0.9221220E-36   0.3011145E-33    0.000000    
   0.9549859E-23    2435.000        1869446.        1.108900       -40466.91       0.1063482E-39   0.9843419E-19   0.6667000       0.7844154E-22   0.3333000       0.3096082E-18   0.9759867E-19   0.3878747E-35   0.1266586E-32    0.000000    
   0.1940778E-22    2435.000        1869446.        1.108900       -40466.91       0.4368592E-39   0.2000437E-18   0.6667000       0.1594134E-21   0.3333000       0.6292038E-18   0.1983457E-18   0.1593319E-34   0.5202905E-32    0.000000    
   0.3912362E-22    2435.000        1869446.        1.108900       -40466.91       0.1772516E-38   0.4032627E-18   0.6667000       0.3213573E-21   0.3333000       0.1268395E-17   0.3998397E-18   0.6464744E-34   0.2111031E-31    0.000000    
   0.7855529E-22    2435.000        1869446.        1.108900       -40466.91       0.7142468E-38   0.8097006E-18   0.6667000       0.6452449E-21   0.3333000       0.2546777E-17   0.8028277E-18   0.2605010E-33   0.8506534E-31    0.000000    
   0.1574186E-21    2435.000        1869446.        1.108900       -40466.91       0.2867793E-37   0.1622577E-17   0.6667000       0.1293020E-20   0.3333000       0.5103542E-17   0.1608804E-17   0.1045945E-32   0.3415483E-30    0.000000    
   0.3151454E-21    2435.000        1869446.        1.108900       -40466.91       0.1149314E-36   0.3248328E-17   0.6667000       0.2588571E-20   0.3333000       0.1021707E-16   0.3220756E-17   0.4191793E-32   0.1368810E-29    0.000000    
   0.6305988E-21    2435.000        1869446.        1.108900       -40466.91       0.4601695E-36   0.6499832E-17   0.6667000       0.5179672E-20   0.3333000       0.2044413E-16   0.6444660E-17   0.1678336E-31   0.5480526E-29    0.000000    
