  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        944.7304       0.3935243E+11    10099.61       0.6183708E-05   0.3039893E-34   0.2862784E-11    1.000000       0.1637319E-22   0.2968093E-10   0.1328846E-18   0.2634578E-15   0.3369505E-11   0.5997772E-10    0.000000    
   0.7291411E-12    944.7304       0.3935243E+11    10099.61       0.6183709E-05   0.3039893E-34   0.2862784E-11    1.000000       0.1637319E-22   0.2968093E-10   0.1328846E-18   0.2634578E-15   0.3369505E-11   0.5997772E-10    0.000000    
   0.2187423E-11    944.7304       0.3935243E+11    10099.61       0.6183709E-05   0.3039842E-34   0.2862784E-11    1.000000       0.1637319E-22   0.2968093E-10   0.1328846E-18   0.2634578E-15   0.3369505E-11   0.5997772E-10    0.000000    
   0.5103988E-11    944.7303       0.3935242E+11    10099.61       0.6183708E-05   0.3039892E-34   0.2862784E-11    1.000000       0.1637319E-22   0.2968093E-10   0.1328845E-18   0.2634578E-15   0.3369505E-11   0.5997772E-10    0.000000    
   0.1093712E-10    944.7303       0.3935242E+11    10099.61       0.6183707E-05   0.3039890E-34   0.2862784E-11    1.000000       0.1637319E-22   0.2968093E-10   0.1328843E-18   0.2634577E-15   0.3369505E-11   0.5997773E-10    0.000000    
   0.2260338E-10    944.7302       0.3935240E+11    10099.60       0.6183706E-05   0.3039886E-34   0.2862784E-11    1.000000       0.1637318E-22   0.2968092E-10   0.1328840E-18   0.2634577E-15   0.3369506E-11   0.5997774E-10    0.000000    
   0.4593589E-10    944.7299       0.3935236E+11    10099.60       0.6183702E-05   0.3039878E-34   0.2862783E-11    1.000000       0.1637316E-22   0.2968091E-10   0.1328834E-18   0.2634576E-15   0.3369506E-11   0.5997775E-10    0.000000    
   0.9260093E-10    944.7295       0.3935229E+11    10099.59       0.6183696E-05   0.3039861E-34   0.2862782E-11    1.000000       0.1637312E-22   0.2968089E-10   0.1328822E-18   0.2634574E-15   0.3369508E-11   0.5997779E-10    0.000000    
   0.1859310E-09    944.7286       0.3935216E+11    10099.56       0.6183682E-05   0.3039828E-34   0.2862781E-11    1.000000       0.1637305E-22   0.2968086E-10   0.1328798E-18   0.2634570E-15   0.3369511E-11   0.5997785E-10    0.000000    
   0.3725911E-09    944.7267       0.3935188E+11    10099.51       0.6183656E-05   0.3039762E-34   0.2862778E-11    1.000000       0.1637291E-22   0.2968078E-10   0.1328749E-18   0.2634564E-15   0.3369516E-11   0.5997799E-10    0.000000    
   0.7459114E-09    944.7230       0.3935132E+11    10099.40       0.6183602E-05   0.3039629E-34   0.2862771E-11    1.000000       0.1637262E-22   0.2968064E-10   0.1328652E-18   0.2634557E-15   0.3369528E-11   0.5997826E-10    0.000000    
   0.1119232E-08    944.7193       0.3935076E+11    10099.30       0.6183548E-05   0.3039496E-34   0.2862765E-11    1.000000       0.1637232E-22   0.2968049E-10   0.1328554E-18   0.2634557E-15   0.3369539E-11   0.5997853E-10    0.000000    
   0.1492552E-08    944.7156       0.3935021E+11    10099.20       0.6183494E-05   0.3039363E-34   0.2862759E-11    1.000000       0.1637203E-22   0.2968035E-10   0.1328456E-18   0.2634562E-15   0.3369551E-11   0.5997879E-10    0.000000    
   0.2239192E-08    944.7081       0.3934909E+11    10098.99       0.6183384E-05   0.3039097E-34   0.2862746E-11    1.000000       0.1637145E-22   0.2968006E-10   0.1328260E-18   0.2634583E-15   0.3369573E-11   0.5997933E-10    0.000000    
   0.2985833E-08    944.7006       0.3934797E+11    10098.78       0.6183273E-05   0.3038830E-34   0.2862733E-11    1.000000       0.1637087E-22   0.2967976E-10   0.1328064E-18   0.2634622E-15   0.3369596E-11   0.5997987E-10    0.000000    
   0.3732474E-08    944.6932       0.3934685E+11    10098.58       0.6183161E-05   0.3038563E-34   0.2862720E-11    1.000000       0.1637028E-22   0.2967947E-10   0.1327868E-18   0.2634679E-15   0.3369619E-11   0.5998040E-10    0.000000    
   0.5225755E-08    944.6782       0.3934460E+11    10098.16       0.6182934E-05   0.3038027E-34   0.2862693E-11    1.000000       0.1636911E-22   0.2967889E-10   0.1327474E-18   0.2634836E-15   0.3369665E-11   0.5998148E-10    0.000000    
   0.6719036E-08    944.6631       0.3934234E+11    10097.74       0.6182703E-05   0.3037489E-34   0.2862667E-11    1.000000       0.1636794E-22   0.2967831E-10   0.1327080E-18   0.2635046E-15   0.3369710E-11   0.5998255E-10    0.000000    
   0.8212317E-08    944.6480       0.3934008E+11    10097.32       0.6182468E-05   0.3036949E-34   0.2862640E-11    1.000000       0.1636676E-22   0.2967773E-10   0.1326684E-18   0.2635299E-15   0.3369756E-11   0.5998362E-10    0.000000    
   0.9705598E-08    944.6329       0.3933781E+11    10096.90       0.6182229E-05   0.3036408E-34   0.2862612E-11    1.000000       0.1636558E-22   0.2967715E-10   0.1326287E-18   0.2635587E-15   0.3369801E-11   0.5998470E-10    0.000000    
   0.1269216E-07    944.6025       0.3933326E+11    10096.06       0.6181743E-05   0.3035320E-34   0.2862556E-11    1.000000       0.1636321E-22   0.2967598E-10   0.1325492E-18   0.2636247E-15   0.3369892E-11   0.5998684E-10    0.000000    
   0.1567872E-07    944.5721       0.3932869E+11    10095.21       0.6181246E-05   0.3034227E-34   0.2862498E-11    1.000000       0.1636082E-22   0.2967482E-10   0.1324695E-18   0.2636985E-15   0.3369983E-11   0.5998898E-10    0.000000    
