  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        944.7304       0.3935243E+11    10099.61       0.4623181E-05   0.1982635E-34   0.2480358E-11    1.000000       0.1232514E-22   0.2579957E-10   0.1135922E-18   0.1987967E-15   0.1225721E-12   0.4115586E-11    0.000000    
   0.7192099E-13    944.7304       0.3935243E+11    10099.61       0.4623181E-05   0.1982635E-34   0.2480358E-11    1.000000       0.1232514E-22   0.2579957E-10   0.1135922E-18   0.1987967E-15   0.1225721E-12   0.4115586E-11    0.000000    
   0.2157630E-12    944.7304       0.3935243E+11    10099.61       0.4623181E-05   0.1982643E-34   0.2480358E-11    1.000000       0.1232514E-22   0.2579957E-10   0.1135922E-18   0.1987967E-15   0.1225721E-12   0.4115586E-11    0.000000    
   0.5034469E-12    944.7304       0.3935243E+11    10099.61       0.4623181E-05   0.1982634E-34   0.2480358E-11    1.000000       0.1232514E-22   0.2579957E-10   0.1135921E-18   0.1987967E-15   0.1225721E-12   0.4115586E-11    0.000000    
   0.1078815E-11    944.7303       0.3935242E+11    10099.61       0.4623182E-05   0.1982635E-34   0.2480358E-11    1.000000       0.1232514E-22   0.2579957E-10   0.1135920E-18   0.1987967E-15   0.1225721E-12   0.4115587E-11    0.000000    
   0.2229551E-11    944.7302       0.3935240E+11    10099.61       0.4623182E-05   0.1982633E-34   0.2480358E-11    1.000000       0.1232514E-22   0.2579957E-10   0.1135918E-18   0.1987967E-15   0.1225722E-12   0.4115587E-11    0.000000    
   0.4531022E-11    944.7300       0.3935237E+11    10099.60       0.4623182E-05   0.1982630E-34   0.2480358E-11    1.000000       0.1232513E-22   0.2579957E-10   0.1135914E-18   0.1987967E-15   0.1225722E-12   0.4115589E-11    0.000000    
   0.9133966E-11    944.7296       0.3935231E+11    10099.59       0.4623183E-05   0.1982623E-34   0.2480359E-11    1.000000       0.1232512E-22   0.2579957E-10   0.1135905E-18   0.1987967E-15   0.1225724E-12   0.4115592E-11    0.000000    
   0.1833985E-10    944.7288       0.3935219E+11    10099.57       0.4623185E-05   0.1982609E-34   0.2480359E-11    1.000000       0.1232510E-22   0.2579956E-10   0.1135888E-18   0.1987968E-15   0.1225726E-12   0.4115597E-11    0.000000    
