0,1
2.4417,1
6.1043,1
6.1043,0.21929
15.739,0.21929
15.741,0.21937
15.743,0.21944
15.745,0.21952
15.746,0.21959
15.748,0.21967
15.75,0.21974
15.751,0.21982
15.753,0.21989
15.755,0.21997
15.756,0.22004
15.758,0.22012
15.76,0.22019
15.761,0.22027
15.763,0.22034
15.765,0.22042
15.767,0.22049
15.768,0.22057
15.77,0.22064
15.772,0.22072
15.773,0.2208
15.775,0.22087
15.777,0.22095
15.778,0.22102
15.78,0.2211
15.782,0.22117
15.784,0.22125
15.785,0.22132
15.787,0.2214
15.789,0.22148
15.79,0.22155
15.792,0.22163
15.794,0.2217
15.795,0.22178
15.797,0.22185
15.799,0.22193
15.801,0.22201
15.802,0.22208
15.804,0.22216
15.806,0.22223
15.807,0.22231
15.809,0.22239
15.811,0.22246
15.813,0.22254
15.814,0.22261
15.816,0.22269
15.818,0.22277
15.819,0.22284
15.821,0.22292
15.823,0.223
15.825,0.22307
15.826,0.22315
15.828,0.22322
15.83,0.2233
15.831,0.22338
15.833,0.22345
15.835,0.22353
15.837,0.22361
15.838,0.22368
15.84,0.22376
15.842,0.22384
15.844,0.22391
15.845,0.22399
15.847,0.22407
15.849,0.22414
15.85,0.22422
15.852,0.2243
15.854,0.22437
15.856,0.22445
15.857,0.22453
15.859,0.22461
15.861,0.22468
15.863,0.22476
15.864,0.22484
15.866,0.22491
15.868,0.22499
15.869,0.22507
15.871,0.22515
15.873,0.22522
15.875,0.2253
15.876,0.22538
15.878,0.22545
15.88,0.22553
15.882,0.22561
15.883,0.22569
15.885,0.22576
15.887,0.22584
15.889,0.22592
15.89,0.226
15.892,0.22607
15.894,0.22615
15.896,0.22623
15.897,0.22631
15.899,0.22639
15.901,0.22646
15.902,0.22654
15.904,0.22662
15.906,0.2267
15.908,0.22677
15.909,0.22685
15.911,0.22693
15.913,0.22701
15.915,0.22709
15.916,0.22717
15.918,0.22724
15.92,0.22732
15.922,0.2274
15.923,0.22748
15.925,0.22756
15.927,0.22763
15.929,0.22771
15.931,0.22779
15.932,0.22787
15.934,0.22795
15.936,0.22803
15.938,0.2281
15.939,0.22818
15.941,0.22826
15.943,0.22834
15.945,0.22842
15.946,0.2285
15.948,0.22858
15.95,0.22866
15.952,0.22873
15.953,0.22881
15.955,0.22889
15.957,0.22897
15.959,0.22905
15.96,0.22913
15.962,0.22921
15.964,0.22929
15.966,0.22937
15.967,0.22944
15.969,0.22952
15.971,0.2296
15.973,0.22968
15.975,0.22976
15.976,0.22984
15.978,0.22992
15.98,0.23
15.982,0.23008
15.983,0.23016
15.985,0.23024
15.987,0.23032
15.989,0.2304
15.991,0.23048
15.992,0.23055
15.994,0.23063
15.996,0.23071
15.998,0.23079
15.999,0.23087
16.001,0.23095
16.003,0.23103
16.005,0.23111
16.007,0.23119
16.008,0.23127
16.01,0.23135
16.012,0.23143
16.014,0.23151
16.015,0.23159
16.017,0.23167
16.019,0.23175
16.021,0.23183
16.023,0.23191
16.024,0.23199
16.026,0.23207
16.028,0.23215
16.03,0.23223
16.032,0.23231
16.033,0.23239
16.035,0.23247
16.037,0.23255
16.039,0.23263
16.04,0.23272
16.042,0.2328
16.044,0.23288
16.046,0.23296
16.048,0.23304
16.049,0.23312
16.051,0.2332
16.053,0.23328
16.055,0.23336
16.057,0.23344
16.058,0.23352
16.06,0.2336
16.062,0.23368
16.064,0.23376
16.066,0.23385
16.067,0.23393
16.069,0.23401
16.071,0.23409
16.073,0.23417
16.075,0.23425
16.076,0.23433
16.078,0.23441
16.08,0.23449
16.082,0.23458
16.084,0.23466
16.086,0.23474
16.087,0.23482
16.089,0.2349
16.091,0.23498
16.093,0.23506
16.095,0.23515
16.096,0.23523
16.098,0.23531
16.1,0.23539
16.102,0.23547
16.104,0.23555
16.105,0.23563
16.107,0.23572
16.109,0.2358
16.111,0.23588
16.113,0.23596
16.115,0.23604
16.116,0.23613
16.118,0.23621
16.12,0.23629
16.122,0.23637
16.124,0.23645
16.125,0.23654
16.127,0.23662
16.129,0.2367
16.131,0.23678
16.133,0.23686
16.135,0.23695
16.136,0.23703
16.138,0.23711
16.14,0.23719
16.142,0.23728
16.144,0.23736
16.145,0.23744
16.147,0.23752
16.149,0.23761
16.151,0.23769
16.153,0.23777
16.155,0.23785
16.156,0.23794
16.158,0.23802
16.16,0.2381
16.162,0.23819
16.164,0.23827
16.166,0.23835
16.167,0.23843
16.169,0.23852
16.171,0.2386
16.173,0.23868
16.175,0.23877
16.177,0.23885
16.178,0.23893
16.18,0.23902
16.182,0.2391
16.184,0.23918
16.186,0.23927
16.188,0.23935
16.19,0.23943
16.191,0.23952
16.193,0.2396
16.195,0.23968
16.197,0.23977
16.199,0.23985
16.201,0.23993
16.202,0.24002
16.204,0.2401
16.206,0.24018
16.208,0.24027
16.21,0.24035
16.212,0.24043
16.213,0.24052
16.215,0.2406
16.217,0.24069
16.219,0.24077
16.221,0.24085
16.223,0.24094
16.225,0.24102
16.226,0.24111
16.228,0.24119
16.23,0.24127
16.232,0.24136
16.234,0.24144
16.236,0.24153
16.238,0.24161
16.239,0.2417
16.241,0.24178
16.243,0.24186
16.245,0.24195
16.247,0.24203
16.249,0.24212
16.251,0.2422
16.252,0.24229
16.254,0.24237
16.256,0.24246
16.258,0.24254
16.26,0.24263
16.262,0.24271
16.264,0.2428
16.265,0.24288
16.267,0.24297
16.269,0.24305
16.271,0.24314
16.273,0.24322
16.275,0.24331
16.277,0.24339
16.279,0.24348
16.28,0.24356
16.282,0.24365
16.284,0.24373
16.286,0.24382
16.288,0.2439
16.29,0.24399
16.292,0.24407
16.294,0.24416
16.295,0.24424
16.297,0.24433
16.299,0.24441
16.301,0.2445
16.303,0.24458
16.305,0.24467
16.307,0.24476
16.309,0.24484
16.31,0.24493
16.312,0.24501
16.314,0.2451
16.316,0.24519
16.318,0.24527
16.32,0.24536
16.322,0.24544
16.324,0.24553
16.325,0.24561
16.327,0.2457
16.329,0.24579
16.331,0.24587
16.333,0.24596
16.335,0.24605
16.337,0.24613
16.339,0.24622
16.341,0.2463
16.342,0.24639
16.344,0.24648
16.346,0.24656
16.348,0.24665
16.35,0.24674
16.352,0.24682
16.354,0.24691
16.356,0.247
16.358,0.24708
16.359,0.24717
16.361,0.24726
16.363,0.24734
16.365,0.24743
16.367,0.24752
16.369,0.2476
16.371,0.24769
16.373,0.24778
16.375,0.24786
16.376,0.24795
16.378,0.24804
16.38,0.24813
16.382,0.24821
16.384,0.2483
16.386,0.24839
16.388,0.24847
16.39,0.24856
16.392,0.24865
16.394,0.24874
16.395,0.24882
16.397,0.24891
16.399,0.249
16.401,0.24909
16.403,0.24917
16.405,0.24926
16.407,0.24935
16.409,0.24944
16.411,0.24952
16.413,0.24961
16.415,0.2497
16.416,0.24979
16.418,0.24988
16.42,0.24996
16.422,0.25005
16.424,0.25014
16.426,0.25023
16.428,0.25032
16.43,0.2504
16.432,0.25049
16.434,0.25058
16.436,0.25067
16.437,0.25076
16.439,0.25085
16.441,0.25093
16.443,0.25102
16.445,0.25111
16.447,0.2512
16.449,0.25129
16.451,0.25138
16.453,0.25146
16.455,0.25155
16.457,0.25164
16.459,0.25173
16.461,0.25182
16.462,0.25191
16.464,0.252
16.466,0.25209
16.468,0.25217
16.47,0.25226
16.472,0.25235
16.474,0.25244
16.476,0.25253
16.478,0.25262
16.48,0.25271
16.482,0.2528
16.484,0.25289
16.486,0.25298
16.487,0.25307
16.489,0.25315
16.491,0.25324
16.493,0.25333
16.495,0.25342
16.497,0.25351
16.499,0.2536
16.501,0.25369
16.503,0.25378
16.505,0.25387
16.507,0.25396
16.509,0.25405
16.511,0.25414
16.513,0.25423
16.515,0.25432
16.516,0.25441
16.518,0.2545
16.52,0.25459
16.522,0.25468
16.524,0.25477
16.526,0.25486
16.528,0.25495
16.53,0.25504
16.532,0.25513
16.534,0.25522
16.536,0.25531
16.538,0.2554
16.54,0.25549
16.542,0.25558
16.544,0.25567
16.546,0.25576
16.548,0.25585
16.549,0.25594
16.551,0.25603
16.553,0.25612
16.555,0.25621
16.557,0.25631
16.559,0.2564
16.561,0.25649
16.563,0.25658
16.565,0.25667
16.567,0.25676
16.569,0.25685
16.571,0.25694
16.573,0.25703
16.575,0.25712
16.577,0.25721
16.579,0.25731
16.581,0.2574
16.583,0.25749
16.585,0.25758
16.587,0.25767
16.589,0.25776
16.59,0.25785
16.592,0.25794
16.594,0.25804
16.596,0.25813
16.598,0.25822
16.6,0.25831
16.602,0.2584
16.604,0.25849
16.606,0.25859
16.608,0.25868
16.61,0.25877
16.612,0.25886
16.614,0.25895
16.616,0.25904
16.618,0.25914
16.62,0.25923
16.622,0.25932
16.624,0.25941
16.626,0.2595
16.628,0.2596
16.63,0.25969
16.632,0.25978
16.634,0.25987
16.636,0.25997
16.638,0.26006
16.64,0.26015
16.642,0.26024
16.644,0.26033
16.645,0.26043
16.647,0.26052
16.649,0.26061
16.651,0.2607
16.653,0.2608
16.655,0.26089
16.657,0.26098
16.659,0.26108
16.661,0.26117
16.663,0.26126
16.665,0.26135
16.667,0.26145
16.669,0.26154
16.671,0.26163
16.673,0.26173
16.675,0.26182
16.677,0.26191
16.679,0.26201
16.681,0.2621
16.683,0.26219
16.685,0.26229
16.687,0.26238
16.689,0.26247
16.691,0.26257
16.693,0.26266
16.695,0.26275
16.697,0.26285
16.699,0.26294
16.701,0.26303
16.703,0.26313
16.705,0.26322
16.707,0.26331
16.709,0.26341
16.711,0.2635
16.713,0.2636
16.715,0.26369
16.717,0.26378
16.719,0.26388
16.721,0.26397
16.723,0.26407
16.725,0.26416
16.727,0.26425
16.729,0.26435
16.731,0.26444
16.733,0.26454
16.735,0.26463
16.737,0.26473
16.739,0.26482
16.741,0.26492
16.743,0.26501
16.745,0.2651
16.747,0.2652
16.749,0.26529
16.751,0.26539
16.753,0.26548
16.755,0.26558
16.757,0.26567
16.759,0.26577
16.761,0.26586
16.763,0.26596
16.765,0.26605
16.767,0.26615
16.769,0.26624
16.771,0.26634
16.773,0.26643
16.775,0.26653
16.777,0.26662
16.779,0.26672
16.781,0.26681
16.783,0.26691
16.785,0.267
16.787,0.2671
16.789,0.26719
16.791,0.26729
16.793,0.26739
16.795,0.26748
16.797,0.26758
16.799,0.26767
16.801,0.26777
16.803,0.26786
16.805,0.26796
16.807,0.26806
16.809,0.26815
16.811,0.26825
16.813,0.26834
16.815,0.26844
16.817,0.26854
16.819,0.26863
16.821,0.26873
16.823,0.26882
16.825,0.26892
16.827,0.26902
16.829,0.26911
16.831,0.26921
16.833,0.26931
16.835,0.2694
16.837,0.2695
16.839,0.2696
16.841,0.26969
16.843,0.26979
16.845,0.26989
16.847,0.26998
16.849,0.27008
16.851,0.27018
16.853,0.27027
16.855,0.27037
16.857,0.27047
16.859,0.27056
16.861,0.27066
16.863,0.27076
16.865,0.27085
16.867,0.27095
16.87,0.27105
16.872,0.27115
16.874,0.27124
16.876,0.27134
16.878,0.27144
16.88,0.27154
16.882,0.27163
16.884,0.27173
16.886,0.27183
16.888,0.27193
16.89,0.27202
16.892,0.27212
16.894,0.27222
16.896,0.27232
16.898,0.27241
16.9,0.27251
16.902,0.27261
16.904,0.27271
16.906,0.27281
16.908,0.2729
16.91,0.273
16.912,0.2731
16.914,0.2732
16.916,0.2733
16.918,0.27339
16.92,0.27349
16.922,0.27359
16.924,0.27369
16.926,0.27379
16.929,0.27389
16.931,0.27398
16.933,0.27408
16.935,0.27418
16.937,0.27428
16.939,0.27438
16.941,0.27448
16.943,0.27458
16.945,0.27468
16.947,0.27477
16.949,0.27487
16.951,0.27497
16.953,0.27507
16.955,0.27517
16.957,0.27527
16.959,0.27537
16.961,0.27547
16.963,0.27557
16.965,0.27567
16.967,0.27576
16.969,0.27586
16.971,0.27596
16.974,0.27606
16.976,0.27616
16.978,0.27626
16.98,0.27636
16.982,0.27646
16.984,0.27656
16.986,0.27666
16.988,0.27676
16.99,0.27686
16.992,0.27696
16.994,0.27706
16.996,0.27716
16.998,0.27726
17,0.27736
17.002,0.27746
17.004,0.27756
17.006,0.27766
17.008,0.27776
17.011,0.27786
17.013,0.27796
17.015,0.27806
17.017,0.27816
17.019,0.27826
17.021,0.27836
17.023,0.27846
17.025,0.27856
17.027,0.27866
17.029,0.27876
17.031,0.27886
17.033,0.27897
17.035,0.27907
17.037,0.27917
17.039,0.27927
17.042,0.27937
17.044,0.27947
17.046,0.27957
17.048,0.27967
17.05,0.27977
17.052,0.27987
17.054,0.27997
17.056,0.28008
17.058,0.28018
17.06,0.28028
17.062,0.28038
17.064,0.28048
17.066,0.28058
17.068,0.28068
17.07,0.28079
17.073,0.28089
17.075,0.28099
17.077,0.28109
17.079,0.28119
17.081,0.28129
17.083,0.2814
17.085,0.2815
17.087,0.2816
17.089,0.2817
17.091,0.2818
17.093,0.28191
17.095,0.28201
17.097,0.28211
17.1,0.28221
17.102,0.28231
17.104,0.28242
17.106,0.28252
17.108,0.28262
17.11,0.28272
17.112,0.28283
17.114,0.28293
17.116,0.28303
17.118,0.28313
17.12,0.28324
17.122,0.28334
17.125,0.28344
17.127,0.28354
17.129,0.28365
17.131,0.28375
17.133,0.28385
17.135,0.28396
17.137,0.28406
17.139,0.28416
17.141,0.28426
17.143,0.28437
17.145,0.28447
17.147,0.28457
17.15,0.28468
17.152,0.28478
17.154,0.28488
17.156,0.28499
17.158,0.28509
17.16,0.28519
17.162,0.2853
17.164,0.2854
17.166,0.2855
17.168,0.28561
17.17,0.28571
17.173,0.28582
17.175,0.28592
17.177,0.28602
17.179,0.28613
17.181,0.28623
17.183,0.28634
17.185,0.28644
17.187,0.28654
17.189,0.28665
17.191,0.28675
17.194,0.28686
17.196,0.28696
17.198,0.28706
17.2,0.28717
17.202,0.28727
17.204,0.28738
17.206,0.28748
17.208,0.28759
17.21,0.28769
17.212,0.2878
17.215,0.2879
17.217,0.28801
17.219,0.28811
17.221,0.28822
17.223,0.28832
17.225,0.28843
17.227,0.28853
17.229,0.28864
17.231,0.28874
17.234,0.28885
17.236,0.28895
17.238,0.28906
17.24,0.28916
17.242,0.28927
17.244,0.28937
17.246,0.28948
17.248,0.28958
17.25,0.28969
17.252,0.28979
17.255,0.2899
17.257,0.29001
17.259,0.29011
17.261,0.29022
17.263,0.29032
17.265,0.29043
17.267,0.29053
17.269,0.29064
17.272,0.29075
17.274,0.29085
17.276,0.29096
17.278,0.29106
17.28,0.29117
17.282,0.29128
17.284,0.29138
17.286,0.29149
17.288,0.2916
17.291,0.2917
17.293,0.29181
17.295,0.29192
17.297,0.29202
17.299,0.29213
17.301,0.29223
17.303,0.29234
17.305,0.29245
17.308,0.29256
17.31,0.29266
17.312,0.29277
17.314,0.29288
17.316,0.29298
17.318,0.29309
17.32,0.2932
17.322,0.2933
17.324,0.29341
17.327,0.29352
17.329,0.29363
17.331,0.29373
17.333,0.29384
17.335,0.29395
17.337,0.29406
17.339,0.29416
17.341,0.29427
17.344,0.29438
17.346,0.29449
17.348,0.29459
