  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        258.0135       0.6561349E+09    3673.069       0.4945668E-15   0.4833770E-77   0.8444824E-34   0.6667000       0.2447786E-37   0.3333000       0.1311874E-29   0.4889759E-14   0.1610806E-19   0.4889763E-14    0.000000    
   0.2000000E-08    258.0135       0.6561349E+09    3673.069       0.4945668E-15   0.4827730E-77   0.8439920E-34   0.6667000       0.2447135E-37   0.3333000       0.1311046E-29   0.4889759E-14   0.1610811E-19   0.4889763E-14    0.000000    
   0.6000000E-08    258.0135       0.6561349E+09    3673.069       0.4945673E-15  -0.4826902E-76   0.8859765E-34   0.6667000       0.2445833E-37   0.3333000       0.1309986E-29   0.4889759E-14   0.1610820E-19   0.4889763E-14    0.000000    
   0.1400000E-07    258.0135       0.6561349E+09    3673.069       0.4945668E-15   0.4819197E-77   0.8431684E-34   0.6667000       0.2443231E-37   0.3333000       0.1309731E-29   0.4889759E-14   0.1610838E-19   0.4889763E-14    0.000000    
   0.3000000E-07    258.0135       0.6561349E+09    3673.069       0.4945668E-15   0.4803136E-77   0.8428444E-34   0.6667000       0.2438036E-37   0.3333000       0.1309155E-29   0.4889759E-14   0.1610874E-19   0.4889763E-14    0.000000    
   0.6200000E-07    258.0135       0.6561349E+09    3673.069       0.4945668E-15   0.4783379E-77   0.8429324E-34   0.6667000       0.2427702E-37   0.3333000       0.1309301E-29   0.4889759E-14   0.1610947E-19   0.4889763E-14    0.000000    
   0.1260000E-06    258.0135       0.6561349E+09    3673.069       0.4945668E-15   0.4743060E-77   0.8429433E-34   0.6667000       0.2407207E-37   0.3333000       0.1309319E-29   0.4889759E-14   0.1611093E-19   0.4889763E-14    0.000000    
   0.2540000E-06    258.0135       0.6561349E+09    3673.069       0.4945668E-15   0.4663662E-77   0.8429440E-34   0.6667000       0.2366909E-37   0.3333000       0.1309320E-29   0.4889759E-14   0.1611385E-19   0.4889763E-14    0.000000    
   0.5100000E-06    258.0135       0.6561349E+09    3673.069       0.4945668E-15   0.4510119E-77   0.8429440E-34   0.6667000       0.2288983E-37   0.3333000       0.1309320E-29   0.4889759E-14   0.1611969E-19   0.4889763E-14    0.000000    
   0.1022000E-05    258.0135       0.6561349E+09    3673.069       0.4945668E-15   0.4222729E-77   0.8429440E-34   0.6667000       0.2143126E-37   0.3333000       0.1309320E-29   0.4889759E-14   0.1613136E-19   0.4889763E-14    0.000000    
   0.2000000E-05    258.0135       0.6561349E+09    3673.069       0.4945668E-15   0.3739937E-77   0.8429440E-34   0.6667000       0.1898099E-37   0.3333000       0.1309320E-29   0.4889759E-14   0.1615365E-19   0.4889763E-14    0.000000    
