  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        606.7149       0.1063581E+11    25320.02       0.3134024       0.1647328E-33   0.5039946E-15   0.6667003       0.7818813E-17   0.3332995       0.7454237E-13   0.7562773E-07   0.1604072E-07   0.9821859E-07    0.000000    
   0.2737986E-13    606.7149       0.1063581E+11    25320.02       0.3134024       0.1647326E-33   0.5039946E-15   0.6667003       0.7818813E-17   0.3332995       0.7454237E-13   0.7562773E-07   0.1604072E-07   0.9821859E-07    0.000000    
   0.8213957E-13    606.7149       0.1063581E+11    25320.02       0.3134024       0.1647322E-33   0.5039946E-15   0.6667003       0.7818812E-17   0.3332995       0.7454236E-13   0.7562773E-07   0.1604072E-07   0.9821859E-07    0.000000    
   0.1916590E-12    606.7149       0.1063581E+11    25320.02       0.3134023       0.1647328E-33   0.5039944E-15   0.6667003       0.7818809E-17   0.3332995       0.7454234E-13   0.7562773E-07   0.1604072E-07   0.9821860E-07    0.000000    
   0.4106978E-12    606.7149       0.1063581E+11    25320.02       0.3134022       0.1647323E-33   0.5039942E-15   0.6667003       0.7818805E-17   0.3332995       0.7454230E-13   0.7562773E-07   0.1604072E-07   0.9821860E-07    0.000000    
   0.8487755E-12    606.7149       0.1063581E+11    25320.02       0.3134019       0.1647320E-33   0.5039938E-15   0.6667003       0.7818797E-17   0.3332995       0.7454224E-13   0.7562774E-07   0.1604073E-07   0.9821861E-07    0.000000    
   0.1724931E-11    606.7149       0.1063581E+11    25320.02       0.3134015       0.1647314E-33   0.5039931E-15   0.6667003       0.7818781E-17   0.3332995       0.7454213E-13   0.7562775E-07   0.1604073E-07   0.9821863E-07    0.000000    
   0.2601086E-11    606.7149       0.1063581E+11    25320.02       0.3134012       0.1647309E-33   0.5039926E-15   0.6667003       0.7818764E-17   0.3332995       0.7454204E-13   0.7562775E-07   0.1604074E-07   0.9821865E-07    0.000000    
   0.4353397E-11    606.7149       0.1063581E+11    25320.02       0.3134007       0.1647300E-33   0.5039918E-15   0.6667003       0.7818732E-17   0.3332995       0.7454191E-13   0.7562777E-07   0.1604076E-07   0.9821868E-07    0.000000    
   0.5930477E-11    606.7149       0.1063581E+11    25320.02       0.3134005       0.1647292E-33   0.5039914E-15   0.6667003       0.7818703E-17   0.3332995       0.7454185E-13   0.7562778E-07   0.1604077E-07   0.9821872E-07    0.000000    
   0.7507556E-11    606.7149       0.1063581E+11    25320.02       0.3134003       0.1647285E-33   0.5039911E-15   0.6667003       0.7818674E-17   0.3332995       0.7454180E-13   0.7562779E-07   0.1604078E-07   0.9821875E-07    0.000000    
