  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        607.8802       0.1071049E+11    25448.92       0.3300985       0.1902358E-33   0.5344815E-15   0.6667003       0.8380162E-17   0.3332995       0.7865089E-13   0.7536620E-07   0.1580663E-07   0.9759601E-07    0.000000    
   0.2842368E-13    607.8802       0.1071049E+11    25448.92       0.3300985       0.1902358E-33   0.5344815E-15   0.6667003       0.8380162E-17   0.3332995       0.7865089E-13   0.7536620E-07   0.1580663E-07   0.9759601E-07    0.000000    
   0.8527105E-13    607.8802       0.1071049E+11    25448.92       0.3300984       0.1902358E-33   0.5344814E-15   0.6667003       0.8380162E-17   0.3332995       0.7865089E-13   0.7536620E-07   0.1580663E-07   0.9759601E-07    0.000000    
   0.1989658E-12    607.8802       0.1071049E+11    25448.92       0.3300984       0.1902357E-33   0.5344814E-15   0.6667003       0.8380162E-17   0.3332995       0.7865088E-13   0.7536620E-07   0.1580663E-07   0.9759602E-07    0.000000    
   0.4263553E-12    607.8802       0.1071049E+11    25448.92       0.3300984       0.1902357E-33   0.5344813E-15   0.6667003       0.8380162E-17   0.3332995       0.7865088E-13   0.7536621E-07   0.1580663E-07   0.9759602E-07    0.000000    
   0.8811342E-12    607.8802       0.1071049E+11    25448.92       0.3300983       0.1902356E-33   0.5344812E-15   0.6667003       0.8380162E-17   0.3332995       0.7865086E-13   0.7536621E-07   0.1580664E-07   0.9759603E-07    0.000000    
   0.1790692E-11    607.8802       0.1071049E+11    25448.91       0.3300982       0.1902355E-33   0.5344808E-15   0.6667003       0.8380162E-17   0.3332995       0.7865082E-13   0.7536622E-07   0.1580664E-07   0.9759605E-07    0.000000    
   0.3609808E-11    607.8801       0.1071048E+11    25448.91       0.3300978       0.1902351E-33   0.5344800E-15   0.6667003       0.8380162E-17   0.3332995       0.7865072E-13   0.7536624E-07   0.1580666E-07   0.9759609E-07    0.000000    
   0.5428924E-11    607.8801       0.1071048E+11    25448.90       0.3300973       0.1902346E-33   0.5344791E-15   0.6667003       0.8380161E-17   0.3332995       0.7865059E-13   0.7536625E-07   0.1580667E-07   0.9759613E-07    0.000000    
   0.7248039E-11    607.8800       0.1071048E+11    25448.90       0.3300967       0.1902341E-33   0.5344780E-15   0.6667003       0.8380160E-17   0.3332995       0.7865045E-13   0.7536627E-07   0.1580669E-07   0.9759617E-07    0.000000    
   0.1088627E-10    607.8799       0.1071047E+11    25448.89       0.3300954       0.1902329E-33   0.5344755E-15   0.6667003       0.8380157E-17   0.3332995       0.7865013E-13   0.7536631E-07   0.1580672E-07   0.9759626E-07    0.000000    
   0.1452450E-10    607.8798       0.1071046E+11    25448.88       0.3300939       0.1902315E-33   0.5344728E-15   0.6667003       0.8380152E-17   0.3332995       0.7864977E-13   0.7536634E-07   0.1580675E-07   0.9759634E-07    0.000000    
   0.1816273E-10    607.8797       0.1071046E+11    25448.86       0.3300923       0.1902299E-33   0.5344698E-15   0.6667003       0.8380145E-17   0.3332995       0.7864937E-13   0.7536638E-07   0.1580678E-07   0.9759642E-07    0.000000    
   0.2180097E-10    607.8796       0.1071045E+11    25448.85       0.3300905       0.1902282E-33   0.5344665E-15   0.6667003       0.8380136E-17   0.3332995       0.7864893E-13   0.7536642E-07   0.1580681E-07   0.9759650E-07    0.000000    
   0.2907743E-10    607.8793       0.1071043E+11    25448.82       0.3300866       0.1902244E-33   0.5344593E-15   0.6667003       0.8380112E-17   0.3332995       0.7864798E-13   0.7536649E-07   0.1580687E-07   0.9759666E-07    0.000000    
   0.3635389E-10    607.8790       0.1071041E+11    25448.78       0.3300823       0.1902201E-33   0.5344515E-15   0.6667003       0.8380080E-17   0.3332995       0.7864692E-13   0.7536656E-07   0.1580693E-07   0.9759683E-07    0.000000    
   0.5090682E-10    607.8783       0.1071037E+11    25448.71       0.3300728       0.1902101E-33   0.5344341E-15   0.6667003       0.8379988E-17   0.3332995       0.7864459E-13   0.7536670E-07   0.1580705E-07   0.9759715E-07    0.000000    
   0.6545974E-10    607.8776       0.1071032E+11    25448.63       0.3300626       0.1901989E-33   0.5344156E-15   0.6667003       0.8379862E-17   0.3332995       0.7864211E-13   0.7536685E-07   0.1580717E-07   0.9759748E-07    0.000000    
   0.8001267E-10    607.8770       0.1071028E+11    25448.56       0.3300528       0.1901873E-33   0.5343977E-15   0.6667003       0.8379705E-17   0.3332995       0.7863971E-13   0.7536699E-07   0.1580728E-07   0.9759780E-07    0.000000    
   0.9307287E-10    607.8765       0.1071025E+11    25448.51       0.3300451       0.1901774E-33   0.5343838E-15   0.6667003       0.8379545E-17   0.3332995       0.7863783E-13   0.7536712E-07   0.1580739E-07   0.9759810E-07    0.000000    
   0.1013442E-09    607.8762       0.1071023E+11    25448.48       0.3300410       0.1901716E-33   0.5343763E-15   0.6667003       0.8379438E-17   0.3332995       0.7863680E-13   0.7536720E-07   0.1580746E-07   0.9759828E-07    0.000000    
   0.1096155E-09    607.8759       0.1071022E+11    25448.45       0.3300370       0.1901658E-33   0.5343690E-15   0.6667003       0.8379328E-17   0.3332995       0.7863582E-13   0.7536728E-07   0.1580753E-07   0.9759847E-07    0.000000    
   0.1170597E-09    607.8757       0.1071020E+11    25448.42       0.3300333       0.1901604E-33   0.5343620E-15   0.6667003       0.8379227E-17   0.3332995       0.7863489E-13   0.7536736E-07   0.1580759E-07   0.9759864E-07    0.000000    
   0.1245039E-09    607.8754       0.1071018E+11    25448.38       0.3300290       0.1901544E-33   0.5343542E-15   0.6667003       0.8379123E-17   0.3332995       0.7863385E-13   0.7536743E-07   0.1580765E-07   0.9759880E-07    0.000000    
