  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        392.4262       0.2851320E+10    10494.61       0.3518691E-08   0.6175743E-52   0.1280963E-22   0.6667000       0.6371563E-26   0.3333000       0.1450963E-19   0.7283774E-14   0.2887309E-19   0.7283776E-14    0.000000    
   0.6009255E-11    392.4262       0.2851320E+10    10494.61       0.3518692E-08   0.6175742E-52   0.1280963E-22   0.6667000       0.6371563E-26   0.3333000       0.1450963E-19   0.7283775E-14   0.2887310E-19   0.7283777E-14    0.000000    
   0.1802776E-10    392.4262       0.2851320E+10    10494.61       0.3518746E-08   0.6175381E-52   0.1280985E-22   0.6667000       0.6371563E-26   0.3333000       0.1450963E-19   0.7283777E-14   0.2887311E-19   0.7283779E-14    0.000000    
   0.4206478E-10    392.4262       0.2851319E+10    10494.61       0.3518687E-08   0.6175724E-52   0.1280961E-22   0.6667000       0.6371563E-26   0.3333000       0.1450961E-19   0.7283782E-14   0.2887314E-19   0.7283784E-14    0.000000    
   0.9013882E-10    392.4261       0.2851318E+10    10494.61       0.3518672E-08   0.6175688E-52   0.1280956E-22   0.6667000       0.6371563E-26   0.3333000       0.1450956E-19   0.7283791E-14   0.2887319E-19   0.7283793E-14    0.000000    
   0.1862869E-09    392.4260       0.2851315E+10    10494.60       0.3518633E-08   0.6175601E-52   0.1280942E-22   0.6667000       0.6371562E-26   0.3333000       0.1450942E-19   0.7283809E-14   0.2887329E-19   0.7283811E-14    0.000000    
   0.3785830E-09    392.4258       0.2851310E+10    10494.58       0.3518544E-08   0.6175407E-52   0.1280910E-22   0.6667000       0.6371557E-26   0.3333000       0.1450910E-19   0.7283844E-14   0.2887351E-19   0.7283846E-14    0.000000    
   0.7631753E-09    392.4254       0.2851299E+10    10494.56       0.3518357E-08   0.6174999E-52   0.1280845E-22   0.6667000       0.6371536E-26   0.3333000       0.1450844E-19   0.7283915E-14   0.2887393E-19   0.7283917E-14    0.000000    
   0.1532360E-08    392.4246       0.2851278E+10    10494.50       0.3517981E-08   0.6174136E-52   0.1280714E-22   0.6667000       0.6371451E-26   0.3333000       0.1450712E-19   0.7284058E-14   0.2887477E-19   0.7284060E-14    0.000000    
   0.3070729E-08    392.4229       0.2851236E+10    10494.39       0.3517229E-08   0.6172263E-52   0.1280451E-22   0.6667000       0.6371130E-26   0.3333000       0.1450446E-19   0.7284343E-14   0.2887646E-19   0.7284345E-14    0.000000    
   0.6147468E-08    392.4197       0.2851152E+10    10494.17       0.3515726E-08   0.6168044E-52   0.1279925E-22   0.6667000       0.6370000E-26   0.3333000       0.1449914E-19   0.7284912E-14   0.2887984E-19   0.7284914E-14    0.000000    
   0.1230094E-07    392.4132       0.2850985E+10    10493.73       0.3512720E-08   0.6158341E-52   0.1278875E-22   0.6667000       0.6366422E-26   0.3333000       0.1448852E-19   0.7286051E-14   0.2888659E-19   0.7286053E-14    0.000000    
   0.2460790E-07    392.4001       0.2850649E+10    10492.84       0.3506716E-08   0.6136391E-52   0.1276777E-22   0.6667000       0.6356589E-26   0.3333000       0.1446730E-19   0.7288323E-14   0.2890009E-19   0.7288325E-14    0.000000    
   0.3691485E-07    392.3871       0.2850313E+10    10491.95       0.3500722E-08   0.6113201E-52   0.1274682E-22   0.6667000       0.6345406E-26   0.3333000       0.1444611E-19   0.7290592E-14   0.2891358E-19   0.7290594E-14    0.000000    
