  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        569.8713       0.8554640E+10    21682.20       0.3954816E-01   0.1096428E-35   0.6440727E-16   0.6666999       0.6851523E-18   0.3332999       0.1216514E-13   0.3307862E-07   0.4618281E-07   0.1109628E-06    0.000000    
   0.4839233E-12    569.8713       0.8554640E+10    21682.20       0.3954817E-01   0.1096429E-35   0.6440729E-16   0.6666999       0.6851523E-18   0.3332999       0.1216514E-13   0.3307862E-07   0.4618281E-07   0.1109628E-06    0.000000    
   0.1451770E-11    569.8713       0.8554640E+10    21682.20       0.3954822E-01   0.1096435E-35   0.6440742E-16   0.6666999       0.6851523E-18   0.3332999       0.1216514E-13   0.3307862E-07   0.4618281E-07   0.1109628E-06    0.000000    
   0.3387463E-11    569.8713       0.8554640E+10    21682.20       0.3954817E-01   0.1096429E-35   0.6440729E-16   0.6666999       0.6851523E-18   0.3332999       0.1216514E-13   0.3307862E-07   0.4618281E-07   0.1109628E-06    0.000000    
   0.7258850E-11    569.8713       0.8554640E+10    21682.20       0.3954817E-01   0.1096429E-35   0.6440729E-16   0.6666999       0.6851523E-18   0.3332999       0.1216514E-13   0.3307862E-07   0.4618282E-07   0.1109628E-06    0.000000    
   0.1500162E-10    569.8713       0.8554640E+10    21682.20       0.3954817E-01   0.1096429E-35   0.6440729E-16   0.6666999       0.6851523E-18   0.3332999       0.1216514E-13   0.3307862E-07   0.4618283E-07   0.1109628E-06    0.000000    
   0.3048717E-10    569.8713       0.8554640E+10    21682.20       0.3954817E-01   0.1096429E-35   0.6440730E-16   0.6666999       0.6851523E-18   0.3332999       0.1216514E-13   0.3307862E-07   0.4618285E-07   0.1109629E-06    0.000000    
   0.6145826E-10    569.8713       0.8554640E+10    21682.20       0.3954817E-01   0.1096429E-35   0.6440730E-16   0.6666999       0.6851524E-18   0.3332999       0.1216514E-13   0.3307862E-07   0.4618289E-07   0.1109629E-06    0.000000    
   0.1234005E-09    569.8713       0.8554640E+10    21682.20       0.3954817E-01   0.1096429E-35   0.6440730E-16   0.6666999       0.6851524E-18   0.3332999       0.1216514E-13   0.3307862E-07   0.4618297E-07   0.1109631E-06    0.000000    
   0.2472848E-09    569.8713       0.8554640E+10    21682.20       0.3954817E-01   0.1096429E-35   0.6440730E-16   0.6666999       0.6851525E-18   0.3332999       0.1216514E-13   0.3307862E-07   0.4618313E-07   0.1109633E-06    0.000000    
   0.4950536E-09    569.8713       0.8554640E+10    21682.20       0.3954817E-01   0.1096429E-35   0.6440730E-16   0.6666999       0.6851526E-18   0.3332999       0.1216514E-13   0.3307863E-07   0.4618345E-07   0.1109639E-06    0.000000    
   0.9905911E-09    569.8713       0.8554640E+10    21682.20       0.3954818E-01   0.1096429E-35   0.6440730E-16   0.6666999       0.6851526E-18   0.3332999       0.1216514E-13   0.3307863E-07   0.4618408E-07   0.1109650E-06    0.000000    
