  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        496.3384       0.5417804E+10    15766.08       0.1442615E-03   0.4631697E-41   0.3941546E-18   0.6667000       0.1596986E-20   0.3333000       0.1428222E-15   0.3829461E-10   0.1358868E-13   0.3829799E-10    0.000000    
   0.4594721E-13    496.3384       0.5417804E+10    15766.08       0.1442615E-03   0.4631696E-41   0.3941546E-18   0.6667000       0.1596986E-20   0.3333000       0.1428222E-15   0.3829461E-10   0.1358868E-13   0.3829799E-10    0.000000    
   0.1378416E-12    496.3384       0.5417804E+10    15766.08       0.1442615E-03   0.4631695E-41   0.3941545E-18   0.6667000       0.1596986E-20   0.3333000       0.1428222E-15   0.3829461E-10   0.1358868E-13   0.3829799E-10    0.000000    
   0.3216305E-12    496.3384       0.5417804E+10    15766.08       0.1442615E-03   0.4631696E-41   0.3941545E-18   0.6667000       0.1596986E-20   0.3333000       0.1428222E-15   0.3829461E-10   0.1358868E-13   0.3829799E-10    0.000000    
   0.6892081E-12    496.3384       0.5417804E+10    15766.08       0.1442615E-03   0.4631694E-41   0.3941545E-18   0.6667000       0.1596986E-20   0.3333000       0.1428222E-15   0.3829462E-10   0.1358869E-13   0.3829800E-10    0.000000    
   0.1424363E-11    496.3384       0.5417803E+10    15766.08       0.1442615E-03   0.4631691E-41   0.3941544E-18   0.6667000       0.1596986E-20   0.3333000       0.1428222E-15   0.3829462E-10   0.1358869E-13   0.3829800E-10    0.000000    
   0.2894674E-11    496.3383       0.5417802E+10    15766.08       0.1442614E-03   0.4631686E-41   0.3941542E-18   0.6667000       0.1596986E-20   0.3333000       0.1428221E-15   0.3829464E-10   0.1358870E-13   0.3829802E-10    0.000000    
   0.5835296E-11    496.3383       0.5417799E+10    15766.07       0.1442612E-03   0.4631672E-41   0.3941535E-18   0.6667000       0.1596986E-20   0.3333000       0.1428220E-15   0.3829467E-10   0.1358872E-13   0.3829805E-10    0.000000    
   0.1171654E-10    496.3381       0.5417794E+10    15766.06       0.1442605E-03   0.4631636E-41   0.3941515E-18   0.6667000       0.1596986E-20   0.3333000       0.1428214E-15   0.3829472E-10   0.1358877E-13   0.3829810E-10    0.000000    
   0.2347902E-10    496.3379       0.5417783E+10    15766.04       0.1442584E-03   0.4631543E-41   0.3941457E-18   0.6667000       0.1596985E-20   0.3333000       0.1428197E-15   0.3829484E-10   0.1358885E-13   0.3829822E-10    0.000000    
   0.4700399E-10    496.3373       0.5417763E+10    15766.00       0.1442529E-03   0.4631319E-41   0.3941313E-18   0.6667000       0.1596983E-20   0.3333000       0.1428151E-15   0.3829507E-10   0.1358903E-13   0.3829845E-10    0.000000    
   0.9405394E-10    496.3363       0.5417721E+10    15765.91       0.1442401E-03   0.4630792E-41   0.3940981E-18   0.6667000       0.1596968E-20   0.3333000       0.1428044E-15   0.3829553E-10   0.1358938E-13   0.3829891E-10    0.000000    
   0.1881538E-09    496.3342       0.5417638E+10    15765.74       0.1442148E-03   0.4629660E-41   0.3940325E-18   0.6667000       0.1596910E-20   0.3333000       0.1427833E-15   0.3829646E-10   0.1359007E-13   0.3829984E-10    0.000000    
   0.3763536E-09    496.3299       0.5417471E+10    15765.39       0.1441642E-03   0.4627125E-41   0.3939013E-18   0.6667000       0.1596698E-20   0.3333000       0.1427411E-15   0.3829830E-10   0.1359146E-13   0.3830168E-10    0.000000    
   0.5645534E-09    496.3257       0.5417305E+10    15765.04       0.1441135E-03   0.4624365E-41   0.3937701E-18   0.6667000       0.1596408E-20   0.3333000       0.1426988E-15   0.3830014E-10   0.1359286E-13   0.3830353E-10    0.000000    
   0.7527531E-09    496.3214       0.5417138E+10    15764.69       0.1440629E-03   0.4621424E-41   0.3936389E-18   0.6667000       0.1596055E-20   0.3333000       0.1426566E-15   0.3830199E-10   0.1359425E-13   0.3830537E-10    0.000000    
   0.1129153E-08    496.3129       0.5416805E+10    15763.99       0.1439618E-03   0.4615214E-41   0.3933766E-18   0.6667000       0.1595235E-20   0.3333000       0.1425722E-15   0.3830567E-10   0.1359703E-13   0.3830906E-10    0.000000    
   0.1505552E-08    496.3044       0.5416471E+10    15763.28       0.1438606E-03   0.4608580E-41   0.3931144E-18   0.6667000       0.1594267E-20   0.3333000       0.1424878E-15   0.3830936E-10   0.1359981E-13   0.3831274E-10    0.000000    
   0.1881952E-08    496.2959       0.5416137E+10    15762.58       0.1437594E-03   0.4601642E-41   0.3928522E-18   0.6667000       0.1593191E-20   0.3333000       0.1424034E-15   0.3831304E-10   0.1360259E-13   0.3831642E-10    0.000000    
   0.2634751E-08    496.2789       0.5415470E+10    15761.18       0.1435572E-03   0.4587307E-41   0.3923280E-18   0.6667000       0.1590873E-20   0.3333000       0.1422347E-15   0.3832039E-10   0.1360815E-13   0.3832378E-10    0.000000    
   0.3387550E-08    496.2618       0.5414802E+10    15759.78       0.1433551E-03   0.4572603E-41   0.3918041E-18   0.6667000       0.1588418E-20   0.3333000       0.1420660E-15   0.3832773E-10   0.1361371E-13   0.3833112E-10    0.000000    
   0.4893148E-08    496.2277       0.5413464E+10    15756.97       0.1429514E-03   0.4542990E-41   0.3907572E-18   0.6667000       0.1583403E-20   0.3333000       0.1417289E-15   0.3834238E-10   0.1362482E-13   0.3834577E-10    0.000000    
   0.6398746E-08    496.1936       0.5412126E+10    15754.16       0.1425483E-03   0.4513343E-41   0.3897118E-18   0.6667000       0.1578331E-20   0.3333000       0.1413922E-15   0.3835699E-10   0.1363591E-13   0.3836039E-10    0.000000    
   0.7904344E-08    496.1594       0.5410786E+10    15751.34       0.1421459E-03   0.4483852E-41   0.3886683E-18   0.6667000       0.1573267E-20   0.3333000       0.1410559E-15   0.3837156E-10   0.1364699E-13   0.3837496E-10    0.000000    
   0.9409942E-08    496.1252       0.5409446E+10    15748.53       0.1417445E-03   0.4454558E-41   0.3876270E-18   0.6667000       0.1568224E-20   0.3333000       0.1407203E-15   0.3838608E-10   0.1365806E-13   0.3838949E-10    0.000000    
   0.1242114E-07    496.0568       0.5406768E+10    15742.90       0.1409450E-03   0.4396561E-41   0.3855527E-18   0.6667000       0.1558192E-20   0.3333000       0.1400514E-15   0.3841501E-10   0.1368016E-13   0.3841842E-10    0.000000    
   0.1511113E-07    495.9958       0.5404380E+10    15737.88       0.1402354E-03   0.4345459E-41   0.3837112E-18   0.6667000       0.1549299E-20   0.3333000       0.1394572E-15   0.3844070E-10   0.1369986E-13   0.3844412E-10    0.000000    
   0.1695583E-07    495.9540       0.5402745E+10    15734.45       0.1397514E-03   0.4310797E-41   0.3824548E-18   0.6667000       0.1543236E-20   0.3333000       0.1390516E-15   0.3845825E-10   0.1371334E-13   0.3846167E-10    0.000000    
   0.1880053E-07    495.9123       0.5401111E+10    15731.01       0.1392691E-03   0.4276415E-41   0.3812025E-18   0.6667000       0.1537199E-20   0.3333000       0.1386473E-15   0.3847573E-10   0.1372681E-13   0.3847916E-10    0.000000    
   0.2064523E-07    495.8705       0.5399476E+10    15727.58       0.1387883E-03   0.4242295E-41   0.3799538E-18   0.6667000       0.1531183E-20   0.3333000       0.1382439E-15   0.3849315E-10   0.1374026E-13   0.3849658E-10    0.000000    
   0.2248993E-07    495.8287       0.5397841E+10    15724.14       0.1383088E-03   0.4208428E-41   0.3787084E-18   0.6667000       0.1525187E-20   0.3333000       0.1378414E-15   0.3851051E-10   0.1375369E-13   0.3851395E-10    0.000000    
   0.2433463E-07    495.7869       0.5396206E+10    15720.70       0.1378307E-03   0.4174814E-41   0.3774666E-18   0.6667000       0.1519212E-20   0.3333000       0.1374400E-15   0.3852781E-10   0.1376710E-13   0.3853125E-10    0.000000    
   0.2617932E-07    495.7451       0.5394571E+10    15717.26       0.1373543E-03   0.4141463E-41   0.3762286E-18   0.6667000       0.1513259E-20   0.3333000       0.1370396E-15   0.3854504E-10   0.1378050E-13   0.3854849E-10    0.000000    
   0.2802402E-07    495.7033       0.5392938E+10    15713.83       0.1368796E-03   0.4108385E-41   0.3749951E-18   0.6667000       0.1507329E-20   0.3333000       0.1366406E-15   0.3856222E-10   0.1379387E-13   0.3856567E-10    0.000000    
   0.2986872E-07    495.6616       0.5391306E+10    15710.40       0.1364069E-03   0.4075588E-41   0.3737664E-18   0.6667000       0.1501426E-20   0.3333000       0.1362429E-15   0.3857933E-10   0.1380723E-13   0.3858279E-10    0.000000    
   0.3171342E-07    495.6198       0.5389676E+10    15706.97       0.1359360E-03   0.4043070E-41   0.3725423E-18   0.6667000       0.1495548E-20   0.3333000       0.1358466E-15   0.3859638E-10   0.1382056E-13   0.3859985E-10    0.000000    
   0.3355812E-07    495.5781       0.5388047E+10    15703.54       0.1354669E-03   0.4010822E-41   0.3713225E-18   0.6667000       0.1489696E-20   0.3333000       0.1354515E-15   0.3861337E-10   0.1383388E-13   0.3861684E-10    0.000000    
