  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        854.3019       0.2743379E+11    7786.019       0.3053398E-05   0.1693152E-34   0.2242549E-11    1.000000       0.2175728E-22   0.6684145E-10   0.4658491E-19   0.1757973E-14   0.5801517E-11   0.7128870E-10    0.000000    
   0.3611992E-12    854.3019       0.2743379E+11    7786.019       0.3053398E-05   0.1692754E-34   0.2242549E-11    1.000000       0.2175728E-22   0.6684145E-10   0.4658498E-19   0.1757973E-14   0.5801517E-11   0.7128870E-10    0.000000    
   0.1083598E-11    854.3019       0.2743379E+11    7786.019       0.3053399E-05   0.1666449E-34   0.2242549E-11    1.000000       0.2175728E-22   0.6684145E-10   0.4658505E-19   0.1757973E-14   0.5801517E-11   0.7128870E-10    0.000000    
   0.2528394E-11    854.3019       0.2743379E+11    7786.019       0.3053398E-05   0.1692709E-34   0.2242549E-11    1.000000       0.2175728E-22   0.6684145E-10   0.4658505E-19   0.1757973E-14   0.5801517E-11   0.7128870E-10    0.000000    
   0.5417988E-11    854.3019       0.2743379E+11    7786.019       0.3053396E-05   0.1692750E-34   0.2242548E-11    1.000000       0.2175727E-22   0.6684145E-10   0.4658504E-19   0.1757974E-14   0.5801517E-11   0.7128870E-10    0.000000    
   0.1119717E-10    854.3019       0.2743379E+11    7786.019       0.3053393E-05   0.1692749E-34   0.2242547E-11    1.000000       0.2175726E-22   0.6684145E-10   0.4658504E-19   0.1757975E-14   0.5801518E-11   0.7128870E-10    0.000000    
   0.2275555E-10    854.3019       0.2743379E+11    7786.019       0.3053388E-05   0.1692745E-34   0.2242545E-11    1.000000       0.2175724E-22   0.6684145E-10   0.4658504E-19   0.1757976E-14   0.5801518E-11   0.7128870E-10    0.000000    
   0.4587229E-10    854.3019       0.2743379E+11    7786.019       0.3053376E-05   0.1692739E-34   0.2242540E-11    1.000000       0.2175720E-22   0.6684144E-10   0.4658504E-19   0.1757979E-14   0.5801519E-11   0.7128871E-10    0.000000    
   0.9210579E-10    854.3019       0.2743379E+11    7786.019       0.3053353E-05   0.1692725E-34   0.2242531E-11    1.000000       0.2175711E-22   0.6684144E-10   0.4658504E-19   0.1757986E-14   0.5801521E-11   0.7128871E-10    0.000000    
   0.1845728E-09    854.3019       0.2743379E+11    7786.019       0.3053306E-05   0.1692699E-34   0.2242514E-11    1.000000       0.2175694E-22   0.6684143E-10   0.4658503E-19   0.1757999E-14   0.5801525E-11   0.7128873E-10    0.000000    
   0.3695068E-09    854.3019       0.2743379E+11    7786.019       0.3053213E-05   0.1692645E-34   0.2242478E-11    1.000000       0.2175660E-22   0.6684141E-10   0.4658502E-19   0.1758024E-14   0.5801534E-11   0.7128875E-10    0.000000    
   0.7393747E-09    854.3019       0.2743379E+11    7786.019       0.3053028E-05   0.1692538E-34   0.2242407E-11    1.000000       0.2175591E-22   0.6684137E-10   0.4658499E-19   0.1758074E-14   0.5801550E-11   0.7128880E-10    0.000000    
   0.1109243E-08    854.3019       0.2743379E+11    7786.019       0.3052842E-05   0.1692432E-34   0.2242337E-11    1.000000       0.2175523E-22   0.6684132E-10   0.4658496E-19   0.1758123E-14   0.5801567E-11   0.7128885E-10    0.000000    
   0.1479111E-08    854.3019       0.2743379E+11    7786.019       0.3052656E-05   0.1692325E-34   0.2242266E-11    1.000000       0.2175454E-22   0.6684128E-10   0.4658493E-19   0.1758171E-14   0.5801584E-11   0.7128890E-10    0.000000    
   0.2218846E-08    854.3019       0.2743379E+11    7786.019       0.3052285E-05   0.1692111E-34   0.2242124E-11    1.000000       0.2175317E-22   0.6684120E-10   0.4658487E-19   0.1758264E-14   0.5801617E-11   0.7128901E-10    0.000000    
   0.2958582E-08    854.3019       0.2743379E+11    7786.019       0.3051915E-05   0.1691898E-34   0.2241983E-11    1.000000       0.2175179E-22   0.6684111E-10   0.4658481E-19   0.1758354E-14   0.5801651E-11   0.7128911E-10    0.000000    
   0.3698318E-08    854.3019       0.2743379E+11    7786.019       0.3051545E-05   0.1691684E-34   0.2241841E-11    1.000000       0.2175042E-22   0.6684103E-10   0.4658475E-19   0.1758440E-14   0.5801684E-11   0.7128921E-10    0.000000    
   0.5177790E-08    854.3019       0.2743379E+11    7786.019       0.3050806E-05   0.1691257E-34   0.2241558E-11    1.000000       0.2174767E-22   0.6684086E-10   0.4658464E-19   0.1758601E-14   0.5801751E-11   0.7128941E-10    0.000000    
   0.8136734E-08    854.3019       0.2743379E+11    7786.019       0.3049332E-05   0.1690402E-34   0.2240993E-11    1.000000       0.2174216E-22   0.6684052E-10   0.4658441E-19   0.1758879E-14   0.5801885E-11   0.7128982E-10    0.000000    
   0.1062990E-07    854.3019       0.2743379E+11    7786.019       0.3048094E-05   0.1689681E-34   0.2240517E-11    1.000000       0.2173750E-22   0.6684024E-10   0.4658421E-19   0.1759071E-14   0.5801997E-11   0.7129016E-10    0.000000    
   0.1312307E-07    854.3019       0.2743379E+11    7786.019       0.3046861E-05   0.1688960E-34   0.2240042E-11    1.000000       0.2173285E-22   0.6683995E-10   0.4658401E-19   0.1759227E-14   0.5802110E-11   0.7129051E-10    0.000000    
   0.1561624E-07    854.3019       0.2743379E+11    7786.019       0.3045631E-05   0.1688240E-34   0.2239567E-11    1.000000       0.2172818E-22   0.6683967E-10   0.4658382E-19   0.1759349E-14   0.5802223E-11   0.7129085E-10    0.000000    
   0.1810941E-07    854.3019       0.2743379E+11    7786.019       0.3044405E-05   0.1687519E-34   0.2239092E-11    1.000000       0.2172351E-22   0.6683938E-10   0.4658362E-19   0.1759439E-14   0.5802336E-11   0.7129120E-10    0.000000    
   0.2309575E-07    854.3019       0.2743379E+11    7786.019       0.3041963E-05   0.1686078E-34   0.2238143E-11    1.000000       0.2171416E-22   0.6683881E-10   0.4658323E-19   0.1759531E-14   0.5802561E-11   0.7129188E-10    0.000000    
   0.2758345E-07    854.3019       0.2743379E+11    7786.019       0.3039776E-05   0.1684781E-34   0.2237291E-11    1.000000       0.2170572E-22   0.6683830E-10   0.4658288E-19   0.1759523E-14   0.5802764E-11   0.7129250E-10    0.000000    
   0.3207116E-07    854.3019       0.2743379E+11    7786.019       0.3037598E-05   0.1683485E-34   0.2236440E-11    1.000000       0.2169728E-22   0.6683779E-10   0.4658253E-19   0.1759441E-14   0.5802967E-11   0.7129312E-10    0.000000    
   0.3655886E-07    854.3019       0.2743379E+11    7786.019       0.3035428E-05   0.1682190E-34   0.2235590E-11    1.000000       0.2168883E-22   0.6683728E-10   0.4658217E-19   0.1759293E-14   0.5803170E-11   0.7129374E-10    0.000000    
   0.4104657E-07    854.3019       0.2743379E+11    7786.019       0.3033267E-05   0.1680896E-34   0.2234741E-11    1.000000       0.2168037E-22   0.6683677E-10   0.4658182E-19   0.1759085E-14   0.5803373E-11   0.7129436E-10    0.000000    
   0.4553427E-07    854.3019       0.2743379E+11    7786.019       0.3031114E-05   0.1679602E-34   0.2233894E-11    1.000000       0.2167191E-22   0.6683625E-10   0.4658147E-19   0.1758826E-14   0.5803576E-11   0.7129497E-10    0.000000    
   0.5002198E-07    854.3019       0.2743379E+11    7786.019       0.3028968E-05   0.1678310E-34   0.2233047E-11    1.000000       0.2166345E-22   0.6683574E-10   0.4658112E-19   0.1758520E-14   0.5803779E-11   0.7129559E-10    0.000000    
   0.5450968E-07    854.3019       0.2743379E+11    7786.019       0.3026828E-05   0.1677020E-34   0.2232202E-11    1.000000       0.2165499E-22   0.6683523E-10   0.4658077E-19   0.1758173E-14   0.5803982E-11   0.7129621E-10    0.000000    
   0.6348509E-07    854.3019       0.2743379E+11    7786.019       0.3022568E-05   0.1674443E-34   0.2230515E-11    1.000000       0.2163806E-22   0.6683421E-10   0.4658006E-19   0.1757373E-14   0.5804387E-11   0.7129745E-10    0.000000    
   0.7156296E-07    854.3019       0.2743379E+11    7786.019       0.3018753E-05   0.1672129E-34   0.2229000E-11    1.000000       0.2162284E-22   0.6683329E-10   0.4657943E-19   0.1756555E-14   0.5804752E-11   0.7129856E-10    0.000000    
   0.8037498E-07    854.3019       0.2743379E+11    7786.019       0.3014612E-05   0.1669611E-34   0.2227352E-11    1.000000       0.2160626E-22   0.6683228E-10   0.4657874E-19   0.1755576E-14   0.5805150E-11   0.7129977E-10    0.000000    
   0.8918699E-07    854.3019       0.2743379E+11    7786.019       0.3010489E-05   0.1667099E-34   0.2225709E-11    1.000000       0.2158969E-22   0.6683128E-10   0.4657805E-19   0.1754528E-14   0.5805547E-11   0.7130099E-10    0.000000    
   0.9799901E-07    854.3019       0.2743379E+11    7786.019       0.3006385E-05   0.1664595E-34   0.2224069E-11    1.000000       0.2157315E-22   0.6683028E-10   0.4657736E-19   0.1753425E-14   0.5805944E-11   0.7130220E-10    0.000000    
   0.1068110E-06    854.3019       0.2743379E+11    7786.019       0.3002297E-05   0.1662098E-34   0.2222434E-11    1.000000       0.2155665E-22   0.6682927E-10   0.4657667E-19   0.1752278E-14   0.5806341E-11   0.7130342E-10    0.000000    
   0.1156230E-06    854.3019       0.2743379E+11    7786.019       0.2998225E-05   0.1659609E-34   0.2220803E-11    1.000000       0.2154017E-22   0.6682827E-10   0.4657598E-19   0.1751099E-14   0.5806738E-11   0.7130463E-10    0.000000    
   0.1244351E-06    854.3019       0.2743379E+11    7786.019       0.2994169E-05   0.1657127E-34   0.2219176E-11    1.000000       0.2152373E-22   0.6682727E-10   0.4657529E-19   0.1749893E-14   0.5807135E-11   0.7130584E-10    0.000000    
   0.1332471E-06    854.3019       0.2743379E+11    7786.019       0.2990127E-05   0.1654653E-34   0.2217553E-11    1.000000       0.2150732E-22   0.6682627E-10   0.4657460E-19   0.1748668E-14   0.5807531E-11   0.7130706E-10    0.000000    
   0.1420591E-06    854.3019       0.2743379E+11    7786.019       0.2986100E-05   0.1652187E-34   0.2215934E-11    1.000000       0.2149095E-22   0.6682527E-10   0.4657391E-19   0.1747427E-14   0.5807927E-11   0.7130827E-10    0.000000    
   0.1596831E-06    854.3019       0.2743379E+11    7786.019       0.2978088E-05   0.1647278E-34   0.2212709E-11    1.000000       0.2145832E-22   0.6682326E-10   0.4657254E-19   0.1744915E-14   0.5808717E-11   0.7131070E-10    0.000000    
   0.1755111E-06    854.3019       0.2743379E+11    7786.019       0.2970940E-05   0.1642896E-34   0.2209827E-11    1.000000       0.2142916E-22   0.6682147E-10   0.4657130E-19   0.1742637E-14   0.5809427E-11   0.7131288E-10    0.000000    
   0.1913391E-06    854.3019       0.2743379E+11    7786.019       0.2963834E-05   0.1638539E-34   0.2206958E-11    1.000000       0.2140012E-22   0.6681967E-10   0.4657007E-19   0.1740351E-14   0.5810135E-11   0.7131506E-10    0.000000    
   0.2071671E-06    854.3019       0.2743379E+11    7786.019       0.2956770E-05   0.1634208E-34   0.2204101E-11    1.000000       0.2137121E-22   0.6681788E-10   0.4656883E-19   0.1738063E-14   0.5810843E-11   0.7131724E-10    0.000000    
   0.2388231E-06    854.3019       0.2743379E+11    7786.019       0.2942765E-05   0.1625621E-34   0.2198428E-11    1.000000       0.2131377E-22   0.6681429E-10   0.4656637E-19   0.1733493E-14   0.5812255E-11   0.7132160E-10    0.000000    
   0.2666666E-06    854.3019       0.2743379E+11    7786.019       0.2930581E-05   0.1618151E-34   0.2193480E-11    1.000000       0.2126369E-22   0.6681114E-10   0.4656420E-19   0.1729495E-14   0.5813493E-11   0.7132543E-10    0.000000    
   0.2917257E-06    854.3019       0.2743379E+11    7786.019       0.2919721E-05   0.1611493E-34   0.2189060E-11    1.000000       0.2121895E-22   0.6680830E-10   0.4656225E-19   0.1725918E-14   0.5814606E-11   0.7132888E-10    0.000000    
   0.3167848E-06    854.3019       0.2743379E+11    7786.019       0.2908959E-05   0.1604896E-34   0.2184672E-11    1.000000       0.2117453E-22   0.6680547E-10   0.4656031E-19   0.1722366E-14   0.5815716E-11   0.7133233E-10    0.000000    
   0.3482683E-06    854.3019       0.2743379E+11    7786.019       0.2895575E-05   0.1596693E-34   0.2179203E-11    1.000000       0.2111917E-22   0.6680191E-10   0.4655787E-19   0.1717936E-14   0.5817108E-11   0.7133667E-10    0.000000    
   0.3766034E-06    854.3019       0.2743379E+11    7786.019       0.2883658E-05   0.1589391E-34   0.2174323E-11    1.000000       0.2106978E-22   0.6679872E-10   0.4655568E-19   0.1713982E-14   0.5818357E-11   0.7134057E-10    0.000000    
   0.4049386E-06    854.3019       0.2743379E+11    7786.019       0.2871862E-05   0.1582164E-34   0.2169481E-11    1.000000       0.2102077E-22   0.6679553E-10   0.4655349E-19   0.1710059E-14   0.5819603E-11   0.7134447E-10    0.000000    
   0.4332737E-06    854.3019       0.2743379E+11    7786.019       0.2860185E-05   0.1575010E-34   0.2164678E-11    1.000000       0.2097217E-22   0.6679234E-10   0.4655130E-19   0.1706167E-14   0.5820846E-11   0.7134837E-10    0.000000    
   0.4616089E-06    854.3019       0.2743379E+11    7786.019       0.2848625E-05   0.1567930E-34   0.2159914E-11    1.000000       0.2092395E-22   0.6678915E-10   0.4654911E-19   0.1702306E-14   0.5822087E-11   0.7135228E-10    0.000000    
   0.5182792E-06    854.3019       0.2743379E+11    7786.019       0.2825851E-05   0.1553986E-34   0.2150497E-11    1.000000       0.2082866E-22   0.6678278E-10   0.4654475E-19   0.1694674E-14   0.5824559E-11   0.7136008E-10    0.000000    
   0.5749495E-06    854.3019       0.2743379E+11    7786.019       0.2803529E-05   0.1540322E-34   0.2141229E-11    1.000000       0.2073488E-22   0.6677643E-10   0.4654039E-19   0.1687162E-14   0.5827021E-11   0.7136788E-10    0.000000    
   0.6316198E-06    854.3019       0.2743379E+11    7786.019       0.2781646E-05   0.1526931E-34   0.2132106E-11    1.000000       0.2064257E-22   0.6677009E-10   0.4653605E-19   0.1679767E-14   0.5829471E-11   0.7137568E-10    0.000000    
   0.6882901E-06    854.3019       0.2743379E+11    7786.019       0.2760192E-05   0.1513807E-34   0.2123126E-11    1.000000       0.2055171E-22   0.6676375E-10   0.4653171E-19   0.1672487E-14   0.5831910E-11   0.7138348E-10    0.000000    
   0.7449604E-06    854.3019       0.2743379E+11    7786.019       0.2739156E-05   0.1500943E-34   0.2114285E-11    1.000000       0.2046227E-22   0.6675743E-10   0.4652739E-19   0.1665320E-14   0.5834339E-11   0.7139128E-10    0.000000    
   0.8583010E-06    854.3019       0.2743379E+11    7786.019       0.2698296E-05   0.1475967E-34   0.2097010E-11    1.000000       0.2028753E-22   0.6674482E-10   0.4651876E-19   0.1651314E-14   0.5839165E-11   0.7140687E-10    0.000000    
   0.9716417E-06    854.3019       0.2743379E+11    7786.019       0.2658986E-05   0.1451952E-34   0.2080262E-11    1.000000       0.2011813E-22   0.6673226E-10   0.4651017E-19   0.1637732E-14   0.5843950E-11   0.7142246E-10    0.000000    
   0.1084982E-05    854.3019       0.2743379E+11    7786.019       0.2621151E-05   0.1428852E-34   0.2064019E-11    1.000000       0.1995385E-22   0.6671973E-10   0.4650162E-19   0.1624558E-14   0.5848696E-11   0.7143805E-10    0.000000    
   0.1198323E-05    854.3019       0.2743379E+11    7786.019       0.2584719E-05   0.1406622E-34   0.2048263E-11    1.000000       0.1979451E-22   0.6670724E-10   0.4649310E-19   0.1611776E-14   0.5853402E-11   0.7145364E-10    0.000000    
   0.1311664E-05    854.3019       0.2743379E+11    7786.019       0.2549626E-05   0.1385219E-34   0.2032975E-11    1.000000       0.1963992E-22   0.6669479E-10   0.4648461E-19   0.1599372E-14   0.5858072E-11   0.7146922E-10    0.000000    
   0.1425004E-05    854.3019       0.2743379E+11    7786.019       0.2515807E-05   0.1364605E-34   0.2018139E-11    1.000000       0.1948988E-22   0.6668238E-10   0.4647615E-19   0.1587331E-14   0.5862706E-11   0.7148480E-10    0.000000    
   0.1538345E-05    854.3019       0.2743379E+11    7786.019       0.2483205E-05   0.1344743E-34   0.2003737E-11    1.000000       0.1934425E-22   0.6667001E-10   0.4646773E-19   0.1575640E-14   0.5867304E-11   0.7150038E-10    0.000000    
   0.1651685E-05    854.3019       0.2743379E+11    7786.019       0.2451763E-05   0.1325598E-34   0.1989754E-11    1.000000       0.1920284E-22   0.6665767E-10   0.4645933E-19   0.1564287E-14   0.5871868E-11   0.7151595E-10    0.000000    
   0.1765026E-05    854.3019       0.2743379E+11    7786.019       0.2421430E-05   0.1307136E-34   0.1976175E-11    1.000000       0.1906552E-22   0.6664536E-10   0.4645096E-19   0.1553258E-14   0.5876399E-11   0.7153152E-10    0.000000    
   0.1878367E-05    854.3019       0.2743379E+11    7786.019       0.2392155E-05   0.1289327E-34   0.1962985E-11    1.000000       0.1893212E-22   0.6663309E-10   0.4644262E-19   0.1542543E-14   0.5880897E-11   0.7154709E-10    0.000000    
   0.1991707E-05    854.3019       0.2743379E+11    7786.019       0.2363892E-05   0.1272141E-34   0.1950170E-11    1.000000       0.1880252E-22   0.6662085E-10   0.4643431E-19   0.1532130E-14   0.5885365E-11   0.7156266E-10    0.000000    
   0.2000000E-05    854.3019       0.2743379E+11    7786.019       0.2361863E-05   0.1270907E-34   0.1949247E-11    1.000000       0.1879318E-22   0.6661996E-10   0.4643370E-19   0.1531380E-14   0.5885690E-11   0.7156379E-10    0.000000    
