  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        944.7304       0.3935243E+11    10099.61       0.1445857E-04   0.1574930E-33   0.4260190E-11    1.000000       0.5700282E-22   0.6932154E-10   0.3086177E-18   0.9094332E-15   0.5279056E-11   0.6737513E-10    0.000000    
   0.4092202E-12    944.7304       0.3935243E+11    10099.61       0.1445857E-04   0.1574930E-33   0.4260190E-11    1.000000       0.5700282E-22   0.6932154E-10   0.3086177E-18   0.9094332E-15   0.5279056E-11   0.6737513E-10    0.000000    
   0.1227661E-11    944.7304       0.3935243E+11    10099.61       0.1445857E-04   0.1574910E-33   0.4260190E-11    1.000000       0.5700282E-22   0.6932154E-10   0.3086177E-18   0.9094332E-15   0.5279056E-11   0.6737513E-10    0.000000    
   0.2864541E-11    944.7304       0.3935242E+11    10099.61       0.1445857E-04   0.1574929E-33   0.4260190E-11    1.000000       0.5700281E-22   0.6932154E-10   0.3086175E-18   0.9094331E-15   0.5279056E-11   0.6737513E-10    0.000000    
   0.6138303E-11    944.7303       0.3935242E+11    10099.61       0.1445857E-04   0.1574928E-33   0.4260190E-11    1.000000       0.5700280E-22   0.6932153E-10   0.3086171E-18   0.9094331E-15   0.5279057E-11   0.6737514E-10    0.000000    
   0.1268583E-10    944.7302       0.3935240E+11    10099.60       0.1445856E-04   0.1574926E-33   0.4260190E-11    1.000000       0.5700278E-22   0.6932153E-10   0.3086165E-18   0.9094330E-15   0.5279057E-11   0.6737515E-10    0.000000    
   0.2578087E-10    944.7300       0.3935236E+11    10099.60       0.1445855E-04   0.1574922E-33   0.4260189E-11    1.000000       0.5700272E-22   0.6932152E-10   0.3086151E-18   0.9094327E-15   0.5279059E-11   0.6737517E-10    0.000000    
   0.5197097E-10    944.7295       0.3935230E+11    10099.59       0.1445852E-04   0.1574915E-33   0.4260189E-11    1.000000       0.5700262E-22   0.6932149E-10   0.3086124E-18   0.9094323E-15   0.5279062E-11   0.6737522E-10    0.000000    
   0.1043512E-09    944.7286       0.3935216E+11    10099.56       0.1445847E-04   0.1574899E-33   0.4260187E-11    1.000000       0.5700241E-22   0.6932144E-10   0.3086070E-18   0.9094315E-15   0.5279068E-11   0.6737530E-10    0.000000    
   0.2091115E-09    944.7268       0.3935189E+11    10099.51       0.1445837E-04   0.1574868E-33   0.4260184E-11    1.000000       0.5700199E-22   0.6932134E-10   0.3085961E-18   0.9094302E-15   0.5279081E-11   0.6737548E-10    0.000000    
   0.4186323E-09    944.7231       0.3935134E+11    10099.41       0.1445817E-04   0.1574806E-33   0.4260178E-11    1.000000       0.5700116E-22   0.6932114E-10   0.3085744E-18   0.9094289E-15   0.5279105E-11   0.6737583E-10    0.000000    
   0.6281530E-09    944.7194       0.3935079E+11    10099.31       0.1445796E-04   0.1574744E-33   0.4260173E-11    1.000000       0.5700032E-22   0.6932094E-10   0.3085527E-18   0.9094287E-15   0.5279130E-11   0.6737618E-10    0.000000    
   0.8376737E-09    944.7158       0.3935024E+11    10099.20       0.1445776E-04   0.1574682E-33   0.4260167E-11    1.000000       0.5699949E-22   0.6932074E-10   0.3085310E-18   0.9094296E-15   0.5279154E-11   0.6737653E-10    0.000000    
   0.1256715E-08    944.7085       0.3934914E+11    10099.00       0.1445735E-04   0.1574558E-33   0.4260155E-11    1.000000       0.5699781E-22   0.6932034E-10   0.3084875E-18   0.9094341E-15   0.5279203E-11   0.6737723E-10    0.000000    
   0.1675757E-08    944.7011       0.3934804E+11    10098.80       0.1445693E-04   0.1574434E-33   0.4260143E-11    1.000000       0.5699614E-22   0.6931994E-10   0.3084439E-18   0.9094426E-15   0.5279252E-11   0.6737793E-10    0.000000    
   0.2094798E-08    944.6937       0.3934694E+11    10098.59       0.1445652E-04   0.1574309E-33   0.4260131E-11    1.000000       0.5699446E-22   0.6931954E-10   0.3084002E-18   0.9094550E-15   0.5279301E-11   0.6737863E-10    0.000000    
   0.2932881E-08    944.6790       0.3934472E+11    10098.18       0.1445567E-04   0.1574059E-33   0.4260107E-11    1.000000       0.5699109E-22   0.6931875E-10   0.3083126E-18   0.9094910E-15   0.5279400E-11   0.6738003E-10    0.000000    
   0.3770964E-08    944.6642       0.3934250E+11    10097.77       0.1445482E-04   0.1573808E-33   0.4260082E-11    1.000000       0.5698771E-22   0.6931795E-10   0.3082248E-18   0.9095407E-15   0.5279498E-11   0.6738143E-10    0.000000    
   0.4609047E-08    944.6493       0.3934028E+11    10097.36       0.1445396E-04   0.1573556E-33   0.4260057E-11    1.000000       0.5698433E-22   0.6931715E-10   0.3081367E-18   0.9096027E-15   0.5279596E-11   0.6738282E-10    0.000000    
   0.5447130E-08    944.6344       0.3933804E+11    10096.94       0.1445309E-04   0.1573303E-33   0.4260031E-11    1.000000       0.5698093E-22   0.6931636E-10   0.3080485E-18   0.9096758E-15   0.5279694E-11   0.6738422E-10    0.000000    
   0.7123296E-08    944.6045       0.3933356E+11    10096.11       0.1445132E-04   0.1572796E-33   0.4259978E-11    1.000000       0.5697412E-22   0.6931476E-10   0.3078714E-18   0.9098510E-15   0.5279890E-11   0.6738702E-10    0.000000    
   0.8799462E-08    944.5746       0.3932907E+11    10095.28       0.1444953E-04   0.1572286E-33   0.4259923E-11    1.000000       0.5696728E-22   0.6931317E-10   0.3076939E-18   0.9100579E-15   0.5280086E-11   0.6738981E-10    0.000000    
   0.1047563E-07    944.5445       0.3932456E+11    10094.44       0.1444771E-04   0.1571774E-33   0.4259866E-11    1.000000       0.5696041E-22   0.6931158E-10   0.3075162E-18   0.9102896E-15   0.5280282E-11   0.6739260E-10    0.000000    
   0.1215179E-07    944.5145       0.3932006E+11    10093.61       0.1444587E-04   0.1571261E-33   0.4259808E-11    1.000000       0.5695352E-22   0.6930999E-10   0.3073386E-18   0.9105409E-15   0.5280479E-11   0.6739538E-10    0.000000    
   0.1382796E-07    944.4845       0.3931557E+11    10092.78       0.1444402E-04   0.1570748E-33   0.4259747E-11    1.000000       0.5694663E-22   0.6930840E-10   0.3071615E-18   0.9108075E-15   0.5280675E-11   0.6739817E-10    0.000000    
   0.1550413E-07    944.4547       0.3931110E+11    10091.95       0.1444216E-04   0.1570237E-33   0.4259685E-11    1.000000       0.5693975E-22   0.6930681E-10   0.3069856E-18   0.9110858E-15   0.5280871E-11   0.6740095E-10    0.000000    
