  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        1461.473       0.9068213E+11    15044.30       -66.55605        0.000000        0.000000        1.000000        0.000000      -0.7398811E-47    0.000000        0.000000        0.000000        0.000000        0.000000    
   0.2129562E-20    1461.473       0.9068213E+11    15044.30       -66.55605      -0.2987794E-79   0.3316625E-19    1.000000      -0.4348458E-68  -0.7398811E-47  -0.8657156E-60  -0.2309601E-61  -0.1260317E-71  -0.5481961E-67    0.000000    
   0.6388687E-20    1461.473       0.9068213E+11    15044.30       -66.55605      -0.1621943E-78   0.9949874E-19    1.000000      -0.1304538E-67  -0.7398811E-47  -0.2597147E-59  -0.6928803E-61  -0.6841719E-71  -0.2975922E-66    0.000000    
   0.1490694E-19    1461.473       0.9068213E+11    15044.30       -66.55605      -0.9987697E-78   0.2321637E-18    1.000000      -0.3043927E-67  -0.7398811E-47  -0.6060008E-59  -0.1616721E-60  -0.4213059E-70  -0.1832541E-65    0.000000    
   0.3194343E-19    1461.473       0.9068213E+11    15044.30       -66.55605      -0.4584050E-77   0.4974937E-18    1.000000      -0.6522722E-67  -0.7398811E-47  -0.1298573E-58  -0.3464401E-60  -0.1933686E-69  -0.8410890E-65    0.000000    
   0.6601643E-19    1461.473       0.9068213E+11    15044.30       -66.55605      -0.1940286E-76   0.1028154E-17    1.000000      -0.1348037E-66  -0.7398811E-47  -0.2683715E-58  -0.7159763E-60  -0.8184857E-69  -0.3560138E-64    0.000000    
   0.1341624E-18    1461.473       0.9068213E+11    15044.30       -66.55605      -0.7963132E-76   0.2089474E-17    1.000000      -0.2739593E-66  -0.7398811E-47  -0.5453994E-58  -0.1455049E-59  -0.3359284E-68  -0.1461174E-63    0.000000    
   0.2704544E-18    1461.473       0.9068213E+11    15044.30       -66.55605      -0.3224344E-75   0.4212113E-17    1.000000      -0.5522806E-66  -0.7398811E-47  -0.1099453E-57  -0.2933193E-59  -0.1360314E-67  -0.5916888E-63    0.000000    
   0.5430384E-18    1461.473       0.9068213E+11    15044.30       -66.55605      -0.1297288E-74   0.8457393E-17    1.000000      -0.1108964E-65  -0.7398811E-47  -0.2207551E-57  -0.5889482E-59  -0.5473988E-67  -0.2380982E-62    0.000000    
