  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        595.5098       0.9969037E+10    24179.23      -0.2353841E-01    0.000000        0.000000       0.6667002        0.000000       0.3332998        0.000000        0.000000        0.000000        0.000000        0.000000    
   0.1074893E-17    595.5098       0.9969037E+10    24179.23      -0.2353840E-01   0.3424095E-57   0.6422659E-25   0.6667002       0.8203145E-35   0.3332998       0.1170965E-19   0.6111691E-25   0.1031127E-38   0.3115577E-26    0.000000    
   0.3224678E-17    595.5098       0.9969037E+10    24179.23      -0.2353838E-01   0.1858592E-56   0.2002386E-24   0.6667002       0.4566717E-34   0.3332998       0.3512894E-19   0.1833583E-24   0.5597717E-38   0.1691313E-25    0.000000    
   0.7524248E-17    595.5098       0.9969037E+10    24179.23      -0.2353834E-01   0.9068471E-56   0.5102558E-24   0.6667002       0.2350627E-33   0.3332998       0.8196749E-19   0.4278822E-24   0.2732093E-37   0.8254253E-25    0.000000    
   0.1612339E-16    595.5098       0.9969037E+10    24179.23      -0.2353826E-01   0.3937341E-55   0.1274923E-23   0.6667002       0.1178909E-32   0.3332998       0.1756444E-18   0.9171330E-24   0.1187353E-36   0.3586371E-24    0.000000    
   0.3332167E-16    595.5098       0.9969037E+10    24179.23      -0.2353809E-01   0.1654000E-54   0.3400851E-23   0.6667002       0.6190211E-32   0.3332998       0.3629978E-18   0.1896757E-23   0.4997329E-36   0.1508542E-23    0.000000    
   0.6771823E-16    595.5098       0.9969037E+10    24179.23      -0.2353776E-01   0.6777013E-54   0.1003423E-22   0.6667002       0.3548340E-31   0.3332998       0.7377020E-18   0.3862929E-23   0.2056270E-35   0.6196796E-23    0.000000    
   0.1365114E-15    595.5098       0.9969037E+10    24179.23      -0.2353710E-01   0.2737523E-53   0.3282327E-22   0.6667002       0.2253168E-30   0.3332998       0.1487101E-17   0.7842434E-23   0.8388284E-35   0.2514276E-22    0.000000    
   0.2740976E-15    595.5098       0.9969037E+10    24179.23      -0.2353574E-01   0.1102340E-52   0.1163360E-21   0.6667002       0.1561478E-29   0.3332998       0.2985860E-17   0.1614513E-22   0.3444006E-34   0.1013130E-21    0.000000    
   0.5492701E-15    595.5098       0.9969037E+10    24179.23      -0.2353297E-01   0.4914443E-52   0.4338763E-21   0.6667002       0.1148471E-28   0.3332998       0.5983226E-17   0.3535595E-22   0.1477984E-33   0.4067738E-21    0.000000    
   0.1099615E-14    595.5098       0.9969037E+10    24179.23      -0.2352716E-01   0.5161873E-51   0.1661273E-20   0.6667002       0.8730174E-28   0.3332998       0.1197735E-16   0.9388916E-22   0.7379329E-33   0.1630123E-20    0.000000    
