alpha_j,xi_j,alpha_a,xi_a,alpha_A,xi_A,alpha_i,xi_i,alpha_e,xi_e
89.75144216921127,0.568220826350481,86.51538219194242,0.9991866883684741,83.70860553952383,1.0038343971871169,58.24868105261976,0.012006132716188889,55.48832937221211,0.010318974010345983
89.20429796709801,0.5659046925223861,86.00066264047162,0.9975009350426446,83.19380825297105,1.0007770515259078,57.73460182741747,0.02161858066145106,54.970065842121386,0.014891495730251725
88.68964956299038,0.5654742948933444,85.48607036372826,0.9980608735744025,82.67912032255055,0.9996492340653175,57.22056212852806,0.03192844843826248,54.459740084997236,0.02194199373698802
88.17503277993305,0.565601833129542,84.97119903121603,0.9936970280954254,82.16446796581162,0.9991490944531212,56.70654219279508,0.042587026130848304,53.94549880191218,0.02869502037289995
87.660392281088,0.5653109194668104,84.45639726501446,0.9905606415199741,81.64974841434082,0.9974633411272916,56.19253806758724,0.05352457175605352,53.43130890303385,0.036354692789825505
87.14577549803066,0.565438457703008,83.94161447144307,0.9877590164636665,81.13502095760745,0.9956381038351524,55.678557658167136,0.06488056928018815,52.917115051524235,0.04394462322359638
86.63118243076104,0.5659844478381348,83.42682772524039,0.9848876494242038,80.62033302718694,0.994510286374562,55.16464049084762,0.07735243853480112,52.40299234737779,0.05278990935415495
86.11656564770371,0.5661119860743324,82.91206074219414,0.9823649923005157,80.1056609072916,0.9936614368465911,54.650735181421965,0.09003353373887857,51.888885453756494,0.061914163417333246
85.60194886464637,0.56623952431053,82.39725423283502,0.9791449153452786,79.59093345055823,0.9918361995544518,54.1369247351472,0.10438843653867336,51.37481808644807,0.07173583731206024
85.08737160790191,0.5670644823782766,81.88714265891875,0.9762165952807812,79.07622180434998,0.9902899301949322,53.623126146766296,0.11895256528793308,50.860762577033505,0.08176673715625205
84.57276273010716,0.5673315045807841,81.22722003501072,0.9714841888933432,78.56147458446019,0.9881159829870184,53.10939080048599,0.1346325657676709,50.346813788663695,0.0936806705456259
84.05821314178169,0.5686446565306147,80.7123819046013,0.967706176072867,78.04674317509551,0.9862210037117243,52.61907400405559,0.15078101454030735,50.11957266983755,0.9854112592747467
83.54365564819368,0.5698183245141356,80.19755958471704,0.9642071311850104,77.53202757625601,0.9846049923690496,52.17552017352929,0.16655831025912526,49.83273456346141,0.10329311849088829
