Generated by WebPlotDigitizer on May 29 2020, 11:17
from file '~/Documents/PRe_Detonation/sw_detonation/plot_digitizing/fig13-abdelfattah-henderson1978.png

Line #1
 30.98781116656798      0.9854392060281348
 31.232097113440723      0.9364279414762289
 31.32393420157785      0.9193665701457269
 31.50783052255424      0.8865174571102975
 31.63143183482222      0.8703729674689044
 31.84473517781236      0.8249261106512079
 31.93660929006651      0.8080770109249684
 32.21396353274746      0.7674593056789707
 32.33620318026716      0.743507938147481
 32.550666612257345      0.7047122582633413
 32.64259009000086      0.6881461873427849
 32.950075381872885      0.6390818274645416
 33.104675753186584      0.6194672730241665
 33.262933613607224      0.5845827221313071
 33.41246957936714      0.5721718431814435
 33.60679408571882      0.5387116585217542
 33.720658329462594      0.5271406437841867
 33.89345235188116      0.49103768679318704
 34.03767856560515      0.47234396328107
 34.248474141735635      0.44703314853043263
 34.3351599410577      0.42632315037370894
 34.64415828517871      0.38593362338965753
 34.83114488578924      0.37080211359000037
 35.10991427249861      0.3382979007735897
 35.29713042263468      0.32448247492035986
 35.63927769286319      0.2929487876248329
 35.85829755952162      0.2802766665052583
 36.358404522615004      0.24838853499610247
 36.609013365917036      0.23562854330546112
 37.17293879952214      0.20723696940791192
 37.48666265511247      0.19394037484789095
 38.20883757944387      0.1668558644755308
 39.120329604260945      0.13800137692090608
 40.03263481332098      0.11380914569262757
 40.779062938465586      0.09634917474844351
 41.35472519347215      0.08347785212559988
 42.29989480391008      0.0665101854694532
 42.9933336281059      0.05587003764750964
 43.68696093871566      0.04631054526544798
 44.853573363785394      0.03056232587048968
 46.02061930760718      0.017299613987258988
 46.798563771603895      0.007963792149730642
 47.408924067418596      0.004201423816761141
 47.8193088048169      0.0014998749724923766

Line #2
 33.97174108146251      0.6378963975132961
 33.92416920487936      0.6067483095402406
 33.88785924193629      0.5797691919944646
 33.87352350382517      0.5579769612666406
 33.932317801656936      0.5326682621798333
 34.00148872535287      0.5064528836050521
 34.02960237154531      0.6676377884416707
 34.12888130720396      0.6932430095679206
 34.16394067774982      0.7130520640363873
 34.12258473903566      0.4759446820752333
 34.26539169494046      0.44911388039972233
 34.29376204167758      0.7325692039110852
 34.45602640521494      0.7568948715530368
 34.52256121177888      0.7759650891973653
