  "Time"          "Temp"          "Pres"          "Dens"          "Th_MIX"        "X_OH*"         "X_H"           "X_H2"          "X_O"           "X_O2"          "X_OH"          "X_HO2"         "X_H2O2"        "X_H2O"         "X_AR"         
  "s"             "K"             "Pa"            "kg/m3"         "s"             "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"          "none"         
    0.000000        392.4262       0.2851320E+10    10494.61       0.3518681E-08   0.6175678E-52   0.1280957E-22   0.6667000       0.6371528E-26   0.3333000       0.1450963E-19   0.8280357E-15   0.3796727E-21   0.8280358E-15    0.000000    
   0.6981511E-12    392.4262       0.2851320E+10    10494.61       0.3518682E-08   0.6175678E-52   0.1280957E-22   0.6667000       0.6371528E-26   0.3333000       0.1450963E-19   0.8280358E-15   0.3796728E-21   0.8280359E-15    0.000000    
   0.2094453E-11    392.4262       0.2851319E+10    10494.61       0.3518683E-08   0.6175685E-52   0.1280957E-22   0.6667000       0.6371528E-26   0.3333000       0.1450963E-19   0.8280361E-15   0.3796730E-21   0.8280362E-15    0.000000    
   0.4887057E-11    392.4262       0.2851319E+10    10494.61       0.3518681E-08   0.6175664E-52   0.1280956E-22   0.6667000       0.6371528E-26   0.3333000       0.1450963E-19   0.8280366E-15   0.3796733E-21   0.8280367E-15    0.000000    
   0.1047227E-10    392.4261       0.2851317E+10    10494.61       0.3518679E-08   0.6175649E-52   0.1280955E-22   0.6667000       0.6371528E-26   0.3333000       0.1450962E-19   0.8280376E-15   0.3796740E-21   0.8280377E-15    0.000000    
   0.2164268E-10    392.4260       0.2851315E+10    10494.60       0.3518671E-08   0.6175608E-52   0.1280950E-22   0.6667000       0.6371528E-26   0.3333000       0.1450959E-19   0.8280397E-15   0.3796753E-21   0.8280398E-15    0.000000    
   0.4398352E-10    392.4258       0.2851309E+10    10494.58       0.3518640E-08   0.6175505E-52   0.1280937E-22   0.6667000       0.6371528E-26   0.3333000       0.1450948E-19   0.8280439E-15   0.3796780E-21   0.8280440E-15    0.000000    
   0.8866518E-10    392.4254       0.2851299E+10    10494.56       0.3518537E-08   0.6175238E-52   0.1280897E-22   0.6667000       0.6371527E-26   0.3333000       0.1450911E-19   0.8280521E-15   0.3796833E-21   0.8280522E-15    0.000000    
   0.1780285E-09    392.4245       0.2851277E+10    10494.50       0.3518241E-08   0.6174566E-52   0.1280790E-22   0.6667000       0.6371521E-26   0.3333000       0.1450806E-19   0.8280687E-15   0.3796941E-21   0.8280688E-15    0.000000    
   0.3567552E-09    392.4229       0.2851234E+10    10494.39       0.3517521E-08   0.6173015E-52   0.1280536E-22   0.6667000       0.6371494E-26   0.3333000       0.1450551E-19   0.8281018E-15   0.3797155E-21   0.8281019E-15    0.000000    
   0.7142085E-09    392.4195       0.2851149E+10    10494.16       0.3515981E-08   0.6169705E-52   0.1279999E-22   0.6667000       0.6371377E-26   0.3333000       0.1450007E-19   0.8281680E-15   0.3797584E-21   0.8281681E-15    0.000000    
   0.1429115E-08    392.4129       0.2850977E+10    10493.71       0.3512890E-08   0.6162825E-52   0.1278919E-22   0.6667000       0.6370889E-26   0.3333000       0.1448915E-19   0.8283003E-15   0.3798441E-21   0.8283004E-15    0.000000    
