0.0000E+00   1.23105
5.7929E-09   1.23166
1.1594E-08   1.23228
1.7403E-08   1.23290
2.3220E-08   1.23352
2.9046E-08   1.23414
3.4879E-08   1.23475
4.0721E-08   1.23537
4.6571E-08   1.23599
5.2429E-08   1.23661
5.8295E-08   1.23723
6.4170E-08   1.23785
7.0052E-08   1.23847
7.5943E-08   1.23910
8.1842E-08   1.23972
8.7749E-08   1.24034
9.3665E-08   1.24096
9.9588E-08   1.24158
1.0552E-07   1.24221
1.1146E-07   1.24283
1.1741E-07   1.24346
1.2336E-07   1.24408
1.2933E-07   1.24470
1.3530E-07   1.24533
1.4128E-07   1.24596
1.4727E-07   1.24658
1.5327E-07   1.24721
1.5928E-07   1.24783
1.6529E-07   1.24846
1.7131E-07   1.24909
1.7735E-07   1.24972
1.8339E-07   1.25034
1.8943E-07   1.25097
1.9549E-07   1.25160
2.0155E-07   1.25223
2.0763E-07   1.25286
2.1371E-07   1.25349
2.1980E-07   1.25412
2.2589E-07   1.25475
2.3200E-07   1.25538
2.3811E-07   1.25601
2.4424E-07   1.25665
2.5037E-07   1.25728
2.5651E-07   1.25791
2.6266E-07   1.25855
2.6881E-07   1.25918
2.7498E-07   1.25981
2.8115E-07   1.26045
2.8733E-07   1.26108
2.9352E-07   1.26172
2.9972E-07   1.26235
3.0593E-07   1.26299
3.1214E-07   1.26362
3.1837E-07   1.26426
3.2460E-07   1.26490
3.3084E-07   1.26553
3.3709E-07   1.26617
3.4334E-07   1.26681
3.4961E-07   1.26745
3.5589E-07   1.26809
3.6217E-07   1.26873
3.6846E-07   1.26937
3.7476E-07   1.27001
3.8107E-07   1.27065
3.8739E-07   1.27129
3.9371E-07   1.27193
4.0005E-07   1.27257
4.0639E-07   1.27321
4.1274E-07   1.27386
4.1910E-07   1.27450
4.2547E-07   1.27514
4.3184E-07   1.27579
4.3823E-07   1.27643
4.4462E-07   1.27707
4.5103E-07   1.27772
4.5744E-07   1.27836
4.6386E-07   1.27901
4.7029E-07   1.27966
4.7672E-07   1.28030
4.8317E-07   1.28095
4.8962E-07   1.28160
4.9609E-07   1.28224
5.0256E-07   1.28289
5.0904E-07   1.28354
5.1553E-07   1.28419
5.2202E-07   1.28484
5.2853E-07   1.28549
5.3505E-07   1.28614
5.4157E-07   1.28679
5.4810E-07   1.28744
5.5464E-07   1.28809
5.6119E-07   1.28874
5.6775E-07   1.28939
5.7432E-07   1.29004
5.8089E-07   1.29070
5.8748E-07   1.29135
5.9407E-07   1.29200
6.0067E-07   1.29266
6.0728E-07   1.29331
6.1390E-07   1.29397
6.2053E-07   1.29462
6.2717E-07   1.29528
6.3381E-07   1.29593
6.4047E-07   1.29659
6.4713E-07   1.29725
6.5380E-07   1.29790
6.6048E-07   1.29856
6.6717E-07   1.29922
6.7387E-07   1.29988
6.8058E-07   1.30054
6.8729E-07   1.30119
6.9402E-07   1.30185
7.0075E-07   1.30251
7.0749E-07   1.30317
7.1424E-07   1.30383
7.2100E-07   1.30450
7.2777E-07   1.30516
7.3455E-07   1.30582
7.4134E-07   1.30648
7.4813E-07   1.30714
7.5494E-07   1.30781
7.6175E-07   1.30847
7.6857E-07   1.30913
7.7540E-07   1.30980
7.8224E-07   1.31046
7.8909E-07   1.31113
7.9595E-07   1.31179
8.0281E-07   1.31246
8.0969E-07   1.31313
8.1657E-07   1.31379
8.2347E-07   1.31446
8.3037E-07   1.31513
8.3728E-07   1.31580
8.4420E-07   1.31646
8.5113E-07   1.31713
8.5807E-07   1.31780
8.6502E-07   1.31847
8.7197E-07   1.31914
8.7894E-07   1.31981
8.8591E-07   1.32048
8.9289E-07   1.32115
8.9988E-07   1.32183
9.0689E-07   1.32250
9.1390E-07   1.32317
9.2091E-07   1.32384
9.2794E-07   1.32452
9.3498E-07   1.32519
9.4203E-07   1.32587
9.4908E-07   1.32654
9.5614E-07   1.32722
9.6322E-07   1.32789
9.7030E-07   1.32857
9.7739E-07   1.32924
9.8449E-07   1.32992
9.9160E-07   1.33060
9.9872E-07   1.33127
1.0058E-06   1.33195
1.0130E-06   1.33263
1.0201E-06   1.33331
1.0273E-06   1.33399
1.0344E-06   1.33467
1.0416E-06   1.33535
1.0488E-06   1.33603
1.0560E-06   1.33671
1.0632E-06   1.33739
1.0704E-06   1.33807
1.0776E-06   1.33875
1.0849E-06   1.33944
1.0921E-06   1.34012
1.0993E-06   1.34080
1.1066E-06   1.34149
1.1139E-06   1.34217
1.1211E-06   1.34285
1.1284E-06   1.34354
1.1357E-06   1.34423
1.1430E-06   1.34491
1.1503E-06   1.34560
1.1576E-06   1.34628
1.1650E-06   1.34697
1.1723E-06   1.34766
1.1797E-06   1.34835
1.1870E-06   1.34904
1.1944E-06   1.34972
1.2017E-06   1.35041
1.2091E-06   1.35110
1.2165E-06   1.35179
1.2239E-06   1.35248
1.2313E-06   1.35317
1.2388E-06   1.35387
1.2462E-06   1.35456
1.2536E-06   1.35525
1.2611E-06   1.35594
1.2685E-06   1.35664
1.2760E-06   1.35733
1.2835E-06   1.35802
1.2910E-06   1.35872
1.2985E-06   1.35941
1.3060E-06   1.36011
1.3135E-06   1.36080
1.3210E-06   1.36150
1.3285E-06   1.36220
1.3361E-06   1.36289
1.3436E-06   1.36359
1.3512E-06   1.36429
1.3588E-06   1.36499
1.3664E-06   1.36568
1.3739E-06   1.36638
1.3815E-06   1.36708
1.3891E-06   1.36778
1.3968E-06   1.36848
1.4044E-06   1.36918
1.4120E-06   1.36989
1.4197E-06   1.37059
1.4273E-06   1.37129
1.4350E-06   1.37199
1.4427E-06   1.37269
1.4504E-06   1.37340
1.4580E-06   1.37410
1.4657E-06   1.37481
1.4735E-06   1.37551
1.4812E-06   1.37622
1.4889E-06   1.37692
1.4967E-06   1.37763
1.5044E-06   1.37833
1.5122E-06   1.37904
1.5199E-06   1.37975
1.5277E-06   1.38046
1.5355E-06   1.38116
1.5433E-06   1.38187
